Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1453.6,0.18117,123.75,5.2819,0.1098,0.048573,0.099434,0.27884,0.13605,0.031301,0.25437,0.11433,0.13462,1.2073181986624721
1457.0,0.1799,124.58,5.2801,0.10984,0.048535,0.099497,0.2799,0.13612,0.031353,0.25433,0.11432,0.13465,1.2085501202339328
1457.6,0.17894,124.53,5.2785,0.10985,0.048541,0.099499,0.27994,0.13615,0.03135,0.25432,0.11433,0.13467,1.2086486129730571
1463.5,0.17917,124.58,5.2804,0.10987,0.048548,0.099505,0.28047,0.13615,0.031358,0.25432,0.11431,0.13464,1.2091665261615216
1461.3,0.17975,124.58,5.2756,0.10988,0.048617,0.099539,0.28204,0.13615,0.031373,0.2543,0.11431,0.13466,1.210876667504708
1461.5,0.17952,124.65,5.2756,0.10988,0.04861,0.099542,0.28209,0.13616,0.031375,0.2543,0.11431,0.13467,1.210930275052664
1473.9,0.17741,124.02,5.2933,0.10989,0.048386,0.099369,0.2833,0.13614,0.03129,0.25441,0.11433,0.13456,1.2116677861036727
1474.5,0.17909,123.62,5.2513,0.11003,0.049028,0.099679,0.28228,0.13628,0.03142,0.25421,0.11427,0.13477,1.2119577467998763
1456.8,0.17834,124.76,5.2815,0.10982,0.048462,0.099486,0.28354,0.13615,0.031349,0.25433,0.11433,0.13467,1.212148876459025
1475.4,0.1791,123.56,5.2461,0.11005,0.049108,0.099718,0.28296,0.1363,0.031438,0.25418,0.11426,0.1348,1.2128179613373626
