Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
634.54,0.63355,137.59,9.0666,0.15888,0.11974,0.12458,0.056708,0.1401,0.11741,0.38497,0.070553,0.20603,1.3789738705230294
645.78,0.62208,139.12,9.1049,0.15889,0.11973,0.12442,0.056641,0.14012,0.11741,0.38433,0.070599,0.21076,1.3828970422715532
635.82,0.62818,137.67,9.1174,0.15888,0.11977,0.12435,0.05661,0.14024,0.11734,0.37641,0.070705,0.21988,1.384177571002772
623.5,0.62402,138.53,9.0626,0.1591,0.11947,0.12449,0.056704,0.14019,0.11887,0.37742,0.070493,0.21989,1.3866290456477808
623.55,0.62403,138.47,9.0617,0.1591,0.11948,0.12449,0.056705,0.14019,0.11884,0.37827,0.070497,0.2197,1.3872711684481978
632.66,0.62843,139.95,9.1139,0.15904,0.11947,0.1244,0.056649,0.14018,0.11878,0.37576,0.070431,0.2234,1.388117648568291
641.29,0.61307,137.8,9.0556,0.15891,0.1198,0.1245,0.056683,0.14012,0.11718,0.3884,0.070691,0.21324,1.3895234859599754
621.4,0.6172,139.05,9.1066,0.15915,0.11942,0.12428,0.056613,0.14033,0.11922,0.37136,0.070584,0.229,1.3899582111186493
645.2,0.63368,136.78,9.0686,0.15872,0.11998,0.12461,0.056707,0.14006,0.1162,0.40347,0.070656,0.2027,1.393083524810184
646.71,0.63421,137.24,9.0691,0.15873,0.11994,0.12463,0.056713,0.14003,0.11632,0.40347,0.070606,0.2029,1.393339512675339
