Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g86),Error (g59),Error (curve),Error (g303),Error (g237),Reduced Error
294.02,3.6564e-06,383.69,19.943,0.29002,0.11169,0.11806,0.8862,0.089394,0.066892,1.5622559615206644
288.22,3.7148e-06,383.64,19.943,0.28887,0.1112,0.11805,0.89186,0.089047,0.066941,1.565960537602068
294.26,3.8328e-06,384.26,19.945,0.28916,0.11132,0.11784,0.89962,0.089396,0.066868,1.5742141299415375
290.34,3.1708e-06,381.31,19.943,0.29219,0.11262,0.11875,0.90766,0.0892,0.067,1.587424372818957
296.67,3.7043e-06,386.43,19.944,0.29017,0.11175,0.11798,0.92405,0.089595,0.066843,1.6003927596572411
294.11,3.6305e-06,394.11,19.943,0.2902,0.11176,0.11812,0.92898,0.089611,0.066818,1.6054900260940057
299.87,3.5262e-06,383.21,19.943,0.29155,0.11235,0.11816,0.92937,0.089739,0.066852,1.6080265565829404
303.44,3.4426e-06,377.51,19.943,0.2925,0.11276,0.11822,0.93308,0.089836,0.06687,1.6132735886206744
289.67,3.6506e-06,406.01,19.943,0.28948,0.11145,0.11818,0.94556,0.089581,0.066774,1.6210194336788026
284.55,3.7232e-06,377.78,19.941,0.28825,0.11093,0.11807,0.97564,0.088715,0.067014,1.6486232019605458
