Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
555.94,0.64817,149.54,10.587,0.15688,0.11919,0.1217,0.055085,0.14307,0.11975,0.65857,0.07091,0.40791,1.853065248607666
556.4,0.65321,148.95,10.677,0.15668,0.11935,0.12163,0.055009,0.14323,0.11895,0.65595,0.071104,0.41438,1.856269963993991
556.07,0.64039,150.63,10.583,0.15698,0.11907,0.12171,0.055115,0.14304,0.12046,0.68106,0.070786,0.38815,1.85637334935428
555.56,0.65713,148.21,10.72,0.15657,0.11945,0.12158,0.054968,0.14332,0.11843,0.64891,0.071245,0.42286,1.8573211926107718
555.44,0.64577,150.57,10.576,0.15695,0.11911,0.12172,0.055112,0.14303,0.12031,0.68168,0.070796,0.39028,1.8589910529437044
556.37,0.65657,148.15,10.728,0.15655,0.11946,0.12158,0.054961,0.14333,0.11832,0.64922,0.071264,0.42438,1.859074321133226
560.94,0.64967,148.02,10.596,0.15675,0.11934,0.12169,0.055044,0.1431,0.11864,0.62748,0.071085,0.44708,1.8602191464351998
560.45,0.65723,146.71,10.675,0.15653,0.11954,0.12162,0.054965,0.14326,0.11761,0.60686,0.071333,0.46976,1.8614751195595285
560.94,0.65354,148.23,10.677,0.15659,0.11944,0.12163,0.054986,0.14323,0.11826,0.64119,0.071186,0.4351,1.861611657744473
555.83,0.64641,150.64,10.581,0.15693,0.11912,0.12172,0.055108,0.14304,0.12026,0.68495,0.0708,0.38997,1.861897274482183
