Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g86),Error (g59),Error (curve),Error (g303),Error (g237),Reduced Error
272.16,0.10458,1.817,1.2285,0.1345,0.048055,0.093765,1.2616,0.050252,0.10609,1.6942990304881544
272.46,0.10237,1.8032,1.2384,0.13437,0.048044,0.093701,1.2653,0.050405,0.1058,1.697582184614044
273.18,0.10443,1.7762,1.2302,0.13457,0.048005,0.093637,1.2669,0.05032,0.10604,1.6994260492501723
281.76,0.10182,1.7528,1.195,0.13498,0.048034,0.093818,1.2663,0.050028,0.10665,1.6998380056959967
261.53,0.093433,2.0123,1.2315,0.13372,0.048376,0.094847,1.2706,0.050214,0.10566,1.7034546534581252
270.42,0.10415,1.746,1.1884,0.13503,0.048071,0.09409,1.2712,0.049975,0.10669,1.7050241908440251
271.87,0.10446,1.9583,1.1973,0.13454,0.048217,0.094392,1.2754,0.049763,0.10682,1.7090860454597032
335.69,0.029424,1.761,1.5903,0.12873,0.049406,0.093755,1.2862,0.057136,0.094783,1.7099668710187463
271.82,0.1058,1.7446,1.2182,0.13477,0.047986,0.093683,1.2779,0.050223,0.10627,1.7108053253161035
258.21,0.11491,2.0047,1.1974,0.13457,0.048187,0.094516,1.2797,0.049532,0.10725,1.7137860541101304
