Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020016,4.4439e-07,752.83,503.91,181.27,797.67,81.572,3.3237,0.32824,0.13596,0.044685,0.11883,0.11354,0.094126,0.052677,0.22531,0.0767,1.1900707111331132
0.020651,4.55e-07,769.69,498.45,179.88,791.83,81.648,3.2157,0.32954,0.13596,0.044048,0.11838,0.11372,0.093923,0.055224,0.2261,0.078296,1.1951897554663928
0.020498,4.5493e-07,769.62,498.4,179.89,791.94,81.648,3.2149,0.32964,0.13595,0.044047,0.11838,0.11372,0.093922,0.055234,0.2261,0.078305,1.1953097178413314
0.020043,4.5227e-07,754.01,494.8,178.72,793.85,81.501,3.3221,0.33364,0.13606,0.044779,0.11889,0.11345,0.094171,0.052613,0.22544,0.076519,1.1955560399446834
0.020593,4.4023e-07,763.21,493.47,180.77,787.19,81.242,3.251,0.33148,0.13598,0.044325,0.11859,0.11359,0.094183,0.054274,0.22588,0.077603,1.195904035949777
0.020591,4.508e-07,761.64,490.74,178.55,787.25,81.241,3.2502,0.33212,0.13601,0.044353,0.11861,0.11356,0.094179,0.054267,0.22591,0.077599,1.1966139946568897
0.0206,4.5082e-07,761.64,491.94,181.14,786.72,81.235,3.2488,0.33236,0.13597,0.044329,0.1186,0.11359,0.0942,0.054317,0.22586,0.077642,1.1968662563621533
0.020144,4.598e-07,763.08,499.37,180.7,784.97,81.775,3.266,0.33377,0.13599,0.044333,0.11857,0.11358,0.094126,0.053989,0.22578,0.077401,1.197533302771215
0.020459,4.5194e-07,766.59,498.72,179.07,783.84,81.855,3.2401,0.33315,0.13601,0.044171,0.11845,0.11362,0.093964,0.054606,0.22597,0.077798,1.197746495248688
0.020653,4.4955e-07,769.5,495.74,179.05,784.37,81.633,3.2403,0.33326,0.13604,0.044209,0.11849,0.1136,0.094011,0.05457,0.22604,0.077714,1.1979331211297064
