Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.022774,4.4286e-07,805.05,473.08,184.77,818.69,80.508,3.2288,0.2788,0.13616,0.044113,0.11847,0.11333,0.092843,0.055014,0.22641,0.077487,1.1426282766530536
0.028667,4.1497e-07,805.05,473.08,185.13,817.93,80.484,3.2263,0.28799,0.13607,0.044033,0.11838,0.11342,0.092863,0.055266,0.22646,0.077669,1.152161206679087
0.022749,4.5124e-07,818.79,467.68,182.08,814.42,80.908,3.227,0.28863,0.13614,0.044064,0.11837,0.11345,0.09293,0.055053,0.22644,0.077479,1.1525487502065535
0.022779,3.3277e-07,783.45,472.6,184.79,819.49,80.52,3.2293,0.28982,0.13624,0.044251,0.1186,0.11309,0.092793,0.054765,0.22638,0.07723,1.1531729706133458
0.034625,4.4009e-07,805.05,472.99,184.76,818.67,80.485,3.2264,0.2969,0.13601,0.043974,0.11834,0.11349,0.092867,0.055437,0.22647,0.077819,1.1613197587209763
0.022775,4.4276e-07,804.24,472.94,178.78,816.71,80.716,3.2306,0.30118,0.1362,0.044122,0.11847,0.11331,0.092895,0.054915,0.22642,0.077399,1.1649157649933761
0.022401,4.4758e-07,818.68,467.45,181.41,810.21,81.077,3.19,0.31215,0.13616,0.043968,0.11831,0.11342,0.093012,0.055593,0.22655,0.077873,1.177038228334325
0.022963,4.4875e-07,823.6,472.88,176.29,813.79,80.907,3.2377,0.31622,0.13612,0.044039,0.11834,0.11354,0.092994,0.054974,0.22644,0.077463,1.1801337954387987
0.022759,2.749e-07,774.53,470.34,184.99,819.94,82.254,3.2405,0.31784,0.13623,0.044311,0.11856,0.11304,0.092864,0.054621,0.22633,0.077027,1.180834506760892
0.040434,4.242e-07,805.02,472.99,184.77,817.93,80.484,3.2286,0.31777,0.13598,0.043939,0.11832,0.11354,0.092865,0.055509,0.22647,0.07787,1.1822525827023307
