Param (cp_lh_0),Param (cp_lh_1),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g56),Error (g80),Error (curve),Error (g223),Error (g237),Error (g72),Error (g262),Error (g126),Reduced Error
169.9,580.96,63.889,11.97,0.12663,0.026398,0.26914,0.29422,0.13402,0.10014,0.10922,0.12096,0.027234,1.2079739460357253
169.9,558.35,63.889,12.144,0.1263,0.027072,0.26937,0.30338,0.13321,0.099655,0.10551,0.12086,0.027184,1.212533267512363
171.35,581.03,63.426,12.518,0.12622,0.026939,0.26948,0.30268,0.13314,0.09961,0.10644,0.12085,0.027262,1.212611654698157
168.17,587.73,63.917,12.101,0.12667,0.026392,0.26913,0.29761,0.1343,0.10028,0.11012,0.12101,0.027329,1.2128403663644032
172.92,574.66,63.437,11.822,0.1266,0.026342,0.26918,0.30137,0.13361,0.099963,0.10826,0.12089,0.027059,1.2132838733054387
174.07,571.87,63.373,12.001,0.12641,0.026583,0.26932,0.30798,0.13314,0.099685,0.10658,0.12082,0.027057,1.2175755782637174
173.82,575.74,63.459,11.678,0.12669,0.026165,0.2691,0.30736,0.1337,0.10004,0.10871,0.12089,0.027029,1.2196871701242085
173.84,555.71,63.362,11.754,0.12645,0.026643,0.26927,0.3112,0.13308,0.09968,0.10584,0.1208,0.026965,1.2199462341261809
174.26,575.61,63.402,12.111,0.12635,0.026624,0.26935,0.31803,0.13307,0.099632,0.1064,0.12081,0.027091,1.227358172221551
174.15,580.43,63.251,12.192,0.12635,0.026599,0.26938,0.32058,0.13311,0.099654,0.10681,0.12083,0.027103,1.2304136835281805
