Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g237),Error (g72),Error (g56),Error (g126),Error (g51),Error (g223),Error (g80),Error (curve),Reduced Error
1979.5,0.14082,122.06,3.8188,0.11277,0.11527,0.10917,0.074896,0.040462,0.14694,0.14472,0.24538,0.30395,1.293558913780653
1979.5,0.14096,121.74,3.8212,0.11278,0.11523,0.1091,0.074859,0.040412,0.14693,0.1447,0.2454,0.30544,1.2948514239265323
1979.3,0.14129,121.74,3.8396,0.11281,0.11502,0.10859,0.074597,0.040199,0.14684,0.14459,0.24549,0.30679,1.2949291406442005
1984.8,0.141,122.12,3.8652,0.11283,0.11483,0.10781,0.074201,0.039973,0.1467,0.14446,0.24556,0.3086,1.2949639713745023
1979.9,0.14072,121.72,3.8272,0.11279,0.11516,0.10895,0.074749,0.04034,0.1469,0.14466,0.24543,0.30604,1.295027939011794
2000.0,0.14142,122.12,3.8386,0.11269,0.11524,0.10865,0.074668,0.040385,0.14677,0.14466,0.24536,0.30693,1.2953497944984256
1999.0,0.14147,122.25,3.8432,0.1127,0.11519,0.10851,0.074603,0.040334,0.14675,0.14463,0.24538,0.30732,1.2954185717528492
2000.0,0.1415,122.13,3.842,0.1127,0.1152,0.10854,0.074622,0.040346,0.14676,0.14463,0.24538,0.30727,1.2954440088301524
1999.5,0.14147,122.25,3.8432,0.1127,0.11519,0.10851,0.074604,0.040337,0.14675,0.14463,0.24538,0.30737,1.2954657216407242
1979.8,0.14081,121.74,3.8106,0.11276,0.11535,0.10936,0.075018,0.040537,0.14697,0.14476,0.24535,0.30563,1.295748724603445
