Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1463.9,0.17358,123.53,6.7417,0.062058,0.12996,0.17638,0.093114,0.068175,0.054729,0.5844168789349639
1467.9,0.17306,123.42,6.7417,0.062058,0.12996,0.17667,0.093115,0.068177,0.054725,0.5847031740276207
1469.2,0.1731,123.41,6.7373,0.062047,0.12996,0.17671,0.093129,0.068182,0.05472,0.5847510963837578
1481.5,0.17163,124.16,6.6827,0.061891,0.12998,0.17734,0.093317,0.068246,0.054702,0.5854694066779753
1472.0,0.17313,123.42,6.736,0.062043,0.12997,0.17747,0.093135,0.068184,0.054713,0.5855151464768467
1472.3,0.17311,123.49,6.7406,0.062054,0.12996,0.17753,0.093122,0.068179,0.054716,0.5855665804880953
1439.8,0.17737,123.38,6.8036,0.062221,0.12997,0.17763,0.092915,0.06809,0.054766,0.5855927029113283
1444.8,0.17553,123.87,6.8751,0.062381,0.12988,0.17779,0.092717,0.068014,0.054808,0.5855930912006939
1449.3,0.17527,123.24,6.8353,0.062295,0.12992,0.17771,0.092826,0.068068,0.054776,0.5856018933781083
1472.6,0.17309,123.49,6.7411,0.062055,0.12996,0.17762,0.09312,0.068179,0.054716,0.5856500521950357
