Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1998.0,0.091398,60.379,19.987,0.1051,1.8653,0.053906,0.091174,0.063295,0.077277,2.2560178531357677
1999.1,0.090779,60.692,19.972,0.10494,1.8652,0.053912,0.091362,0.06319,0.077512,2.256121996314337
1997.9,0.092431,60.381,20.0,0.10515,1.866,0.053918,0.091063,0.06335,0.077171,2.2566693091467496
1998.8,0.091933,60.384,19.912,0.10509,1.8662,0.053904,0.091118,0.063316,0.077224,2.2568887924908427
1998.2,0.091799,60.387,19.898,0.10507,1.8664,0.053902,0.091133,0.063308,0.07725,2.257057637750271
1995.8,0.090702,61.029,19.964,0.10476,1.8665,0.053927,0.091488,0.063117,0.077762,2.257535919135078
1995.3,0.091536,60.833,19.96,0.10487,1.8671,0.053927,0.091321,0.063204,0.077568,2.2579641978379192
1998.0,0.09276,60.445,19.986,0.10513,1.8674,0.053923,0.091051,0.063351,0.077176,2.25798425176734
1997.9,0.092844,60.392,19.972,0.10515,1.8676,0.053921,0.091022,0.063367,0.07714,2.258149099922012
1997.8,0.093062,60.374,19.991,0.10518,1.8679,0.053924,0.090993,0.063383,0.077106,2.2584895651343486
