Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
22.525,10.0,441.79,1.0,0.19745,0.19745416232000984
22.525,10.0,441.79,1.0,0.19745,0.19745416232000984
22.525,10.0,441.79,1.0,0.19745,0.19745416232000992
22.525,10.0,441.79,1.0,0.19745,0.19745416232000992
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
22.525,10.0,441.79,1.0,0.19745,0.19745416232000995
