iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,1378.2523555321582,16.697460857485687,300.72451814058775,9.915810970543783,5.3141307995293445,0.15971826884377727,5.364970703506479
2,216.57988616699848,2.205601028304462,100.64657362397573,2.8317473497129706,0.18043216004169538,0.11996111458690525,0.21861696877233386
3,1583.1084374942625,14.864795081362807,419.7690212831581,18.606360908295688,5.912477380241924,0.2000679117630689,5.976160974464255
4,1811.7645541445597,2.8934651548611323,179.6530439567593,3.618554771518731,4.184988681187568,0.11409855005750247,4.221307377670107
5,505.72418195868573,17.875239743077024,347.1847433107263,7.068416679076757,2.336803792272863,0.10318011469056718,2.369647042836448
6,869.0791582259395,9.503535785228006,480.2617288519899,16.936219617572505,3.740679915618625,0.2545397753403029,3.8217024425364445
7,440.3206366141397,10.682823691937667,30.238013146303068,13.676041819843016,0.7191860672274238,0.23645122005078636,0.794450828169808
8,1230.2530749185175,7.44792310887606,245.18875253786229,12.152523271328835,4.220801371495355,0.2296063794681709,4.293887352010941
9,1971.3,19.986,0.61803,19.571,5.825986694753128,0.2775459874453208,5.914332326427616
10,258.15,2.32,133.01,4.7831,0.16288864920278015,0.10632670017836827,0.1967334890348546
11,533.63,0.45007,95.601,1.2428,0.42931361976762084,0.1476355864439705,0.47630748648527826
12,58.511,2.3301,87.95,5.7296,0.5390596591463827,0.16840553457046603,0.5926648056882281
13,350.5,0.92883,203.58,6.2316,0.31631136877983645,0.21425510099629202,0.38451088559226276
14,1426.2,0.28214,100.4,2.8193,0.10422607916049358,0.11927703471462764,0.14219313850484674
15,1672.3,0.19054,279.62,3.1137,0.6141525880007717,0.11694839980215135,0.651378419831171
16,1484.0,0.96765,183.73,1.0904,0.9505328263310355,0.151064520441211,0.9986181566390864
17,371.13,0.80273,93.75,4.4084,0.19009641439899452,0.10769470235552303,0.22437670284837827
18,1519.5,0.13573,98.331,3.4208,0.24708192407396945,0.11371201809611263,0.2832775836118722
19,1422.0,0.24201,131.76,3.7965,0.12189030352016816,0.11106591212580266,0.15724368136783132
20,513.12,0.24226,242.98,2.9309,0.21755698180623315,0.11896051794026173,0.25542329073216263
21,1677.7,0.15209,142.69,3.1996,0.023941495964697912,0.11567186424805646,0.060760993908163655
22,1640.7,0.16606,135.08,2.5221,0.031124111231819195,0.12319010034002792,0.07033673805002323
23,1638.0,0.18411,131.06,2.3755,0.020260113026964496,0.12521080532340198,0.06011595021843735
24,1701.0,0.17337,132.06,2.3468,0.02192425040426672,0.12558427494436306,0.061898966668280805
25,1528.8,0.17295,130.36,3.8881,0.021583407564347075,0.1105611827334558,0.056776125056578676
26,1734.4,0.1641,127.16,2.6404,0.035368528976265,0.12171774061886477,0.07411248913920401
27,1626.1,0.16908,128.08,2.7701,0.0380893010284531,0.12017097954248762,0.07634091184921697
28,1979.0,0.15273,124.3,3.975,0.04313073951831897,0.11000433407623235,0.07814620657784818
29,1565.9,0.17245,130.25,3.598,0.01946829244974794,0.11252910872437677,0.055287420240167716
