Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
906.44,2.7666,189.7,1.8947,0.0,0.0
908.02,2.6988,188.35,1.897,0.0,0.0
910.11,2.7356,191.2,1.843,0.0,0.0
916.62,2.6988,190.17,1.8794,0.0,0.0
893.35,2.7549,189.63,1.8988,0.0,0.0
913.23,2.7255,191.42,1.8635,0.0,0.0
907.82,2.7873,185.98,1.8837,0.0,0.0
910.69,2.7203,190.76,1.8598,0.0,0.0
924.93,2.7054,188.24,1.8794,0.0,0.0
881.06,2.7864,172.4,2.1312,0.0,0.0
