iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,2.8971,0.0051728,480.7,1.2673,0.48784856758546374,0.12736638133966935,0.5283905459333351
2,1142.3,0.00025257,432.58,11.508,0.8325249733639634,0.09689542731068708,0.8633677458029579
3,1.5585,0.11235,169.65,1.0032,0.6611504710987512,0.13651597197018245,0.7046048545988496
4,10.102,17.794,70.862,3.4527,0.7408786932227556,0.08386090852699926,0.767572449471254
5,83.421,9.3731,132.23,2.8087,0.3230408238298222,0.08938774646165519,0.3514938272322572
6,90.092,19.766,186.1,2.953,0.26239202054630645,0.08726311284909105,0.2901687320653439
7,131.5,3.9163,149.81,5.3221,0.1591906170637447,0.07403186923515676,0.18275569293396074
8,163.65,6.2634,129.43,6.0639,0.19573214383828355,0.07280201380080831,0.2189057445651696
9,130.3,0.51103,166.44,3.9671,0.3119533443196216,0.07857119031976798,0.33696333096763187
10,216.85,0.52068,151.89,5.1228,0.25131993332752245,0.07464521302405044,0.27508024258937275
11,164.67,2.3125,143.05,6.7531,0.12265819002589695,0.07267162918313157,0.1457902880399702
12,1109.5,0.086028,97.275,4.211,0.4546627668317334,0.07734632687779967,0.4792828673369401
13,1971.4,0.1792,106.95,4.8309,0.12018674686598929,0.07559800768471023,0.14425034008783075
