Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1382.8,0.18618,123.63,5.1514,0.057476,0.13329,0.18559,0.10077,0.069052,0.055015,0.6011962317441591
1382.7,0.1866,123.63,5.1085,0.057345,0.13341,0.18537,0.10106,0.069081,0.055039,0.601309407562146
1382.8,0.1867,123.64,5.1103,0.057351,0.13341,0.18549,0.10105,0.069079,0.055038,0.6014171482775831
1379.8,0.18668,123.66,5.1028,0.057325,0.13341,0.18554,0.1011,0.069087,0.055042,0.6015101785964098
1380.3,0.18665,123.66,5.1723,0.057538,0.13324,0.18611,0.10063,0.069036,0.055005,0.6015616186126157
1380.5,0.187,123.62,5.1293,0.057407,0.13336,0.18587,0.10092,0.069064,0.055027,0.601641501937833
1362.3,0.18763,124.1,5.1722,0.057527,0.13319,0.1864,0.10063,0.069047,0.055006,0.601805070411289
1382.7,0.18706,123.63,5.1012,0.057321,0.13343,0.18599,0.10112,0.069084,0.055044,0.6019919420140364
1367.5,0.18712,124.38,5.183,0.057559,0.13317,0.18669,0.10057,0.069041,0.055004,0.6020270770686936
1377.7,0.18659,123.63,5.1092,0.057346,0.13339,0.18613,0.10105,0.069084,0.055038,0.6020419156888209
