Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
396.06,0.32182,163.75,18.704,0.055742,1.1852,0.11322,0.062232,0.090813,0.069831,1.577068275038312
402.86,0.32126,163.31,18.796,0.055809,1.1863,0.11343,0.062316,0.090709,0.069578,1.578149921775442
395.97,0.31074,172.97,19.365,0.055893,1.1913,0.11395,0.061843,0.091643,0.06945,1.5841258027005138
399.62,0.32957,170.91,19.141,0.055903,1.2009,0.11373,0.061982,0.091276,0.069387,1.5931738853657587
374.39,0.32819,162.66,18.389,0.055513,1.2161,0.1126,0.06206,0.090999,0.070619,1.6079174438505839
364.84,0.31931,179.38,19.392,0.055651,1.2195,0.11337,0.061157,0.093012,0.070457,1.6131547231336523
365.4,0.32357,179.27,19.581,0.055677,1.2201,0.11365,0.061169,0.093043,0.070232,1.6139107120750826
365.09,0.32395,179.16,19.652,0.05568,1.2223,0.11376,0.061167,0.093074,0.070173,1.6161436775666493
363.33,0.31013,179.39,19.078,0.055602,1.2231,0.11289,0.061127,0.092993,0.070851,1.6165251689552227
408.87,0.3344,157.4,18.861,0.055859,1.2255,0.11373,0.062582,0.090388,0.069228,1.6172665857272985
