Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1629.7,0.15971,125.24,4.7093,0.055164,0.24228,0.069494,0.13425,0.10404,0.056055,0.6612810920550732
1634.1,0.15916,125.38,4.7214,0.055153,0.24397,0.069481,0.13422,0.10394,0.056088,0.662856119921411
1632.8,0.1593,124.96,4.7181,0.055151,0.24419,0.069484,0.13423,0.10396,0.056083,0.663096326099319
1641.1,0.15809,125.38,4.7209,0.055155,0.24517,0.069489,0.13423,0.10397,0.056078,0.6640838267118637
1635.7,0.15872,126.0,4.7072,0.055176,0.24509,0.069507,0.13425,0.10411,0.056033,0.6641749715147617
1640.9,0.15813,125.28,4.7225,0.055152,0.24542,0.069486,0.13422,0.10395,0.056085,0.6643114766925785
1641.3,0.15811,125.51,4.7256,0.055151,0.24564,0.069483,0.13421,0.10393,0.056093,0.6645006518892164
1641.0,0.15864,125.08,4.724,0.05515,0.24593,0.069475,0.13423,0.10392,0.056095,0.6648020613424254
1629.2,0.15999,125.35,4.7434,0.055124,0.24622,0.069447,0.13415,0.10371,0.056166,0.6648248628641235
1629.5,0.1593,124.81,4.7228,0.055141,0.24677,0.069482,0.13421,0.1039,0.0561,0.6656087818247286
