Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
164.67,2.3125,143.05,6.7531,0.098981,0.056958,0.11085,0.073787,2.0179,0.052371,2.4108290588727783
164.73,2.2891,143.56,6.7281,0.09898,0.056955,0.111,0.073701,2.0179,0.052389,2.4109427190888186
163.92,2.3049,144.0,6.7399,0.098951,0.056964,0.11093,0.073733,2.0189,0.052377,2.411865804418557
170.54,2.2891,143.53,6.7422,0.098864,0.056983,0.11122,0.073461,2.0198,0.052465,2.4128070146546174
163.76,2.3446,142.89,6.7413,0.099055,0.056939,0.11089,0.073779,2.0212,0.052379,2.4142302874282437
163.27,2.3602,145.05,6.7798,0.098849,0.056993,0.11078,0.07376,2.0216,0.052367,2.4143258226417803
164.97,2.2743,145.04,6.7014,0.098937,0.056964,0.11122,0.073552,2.0219,0.052423,2.4149984825071966
162.55,2.313,143.05,6.7722,0.098967,0.056965,0.11064,0.073936,2.0226,0.052323,2.4154357159715243
165.19,2.2562,145.02,6.7075,0.098915,0.05697,0.11118,0.073588,2.0224,0.052412,2.4154469238530454
162.36,2.3373,144.61,6.7077,0.099022,0.056944,0.1111,0.073639,2.0226,0.052401,2.4157169195226658
