Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
619.99,0.47496,120.19,6.8372,0.12707,0.093415,0.030071,0.25995,0.40355,0.11469,0.15999,0.029075,0.13271,1.350528173421684
616.48,0.46945,121.43,6.825,0.12718,0.093463,0.030081,0.25993,0.39873,0.1147,0.16589,0.029193,0.1328,1.3519667088298883
618.75,0.47249,120.77,6.8126,0.1272,0.093478,0.030192,0.2599,0.38607,0.11469,0.17997,0.029136,0.13281,1.3534392150876473
618.1,0.46256,121.91,6.8196,0.12728,0.093482,0.030166,0.25991,0.39166,0.11469,0.1774,0.029244,0.13286,1.3566917913949357
616.36,0.47089,120.68,6.8307,0.12714,0.093446,0.030058,0.25994,0.40579,0.1147,0.16377,0.029151,0.13277,1.3567782632994374
618.14,0.46276,121.94,6.8118,0.12731,0.093499,0.030212,0.25989,0.38711,0.11469,0.18467,0.029247,0.13288,1.3595163907326688
618.69,0.46731,120.7,6.8424,0.12713,0.093419,0.03004,0.25996,0.41051,0.1147,0.16247,0.029148,0.13275,1.3601371334463237
618.41,0.47526,121.31,6.8325,0.12709,0.093434,0.030042,0.25993,0.41582,0.1147,0.15771,0.029134,0.13273,1.3605874091703072
617.38,0.47577,119.97,6.8493,0.12701,0.093394,0.029961,0.25998,0.41829,0.11471,0.15591,0.029077,0.13267,1.3609982378309018
623.59,0.47053,120.75,6.8557,0.12705,0.093373,0.030021,0.25997,0.42102,0.11469,0.15497,0.029085,0.13268,1.362864578575431
