iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3334.999897071576,5.7289481661536,392.77057071123534,8.593701842127647,8.811914591104449,0.19671045313394392,8.874529473052677
2,1503.0678044414356,0.3242635808140898,7.091298074861759,3.1025667878728775,0.40014684961670843,0.2060188898069887,0.46572469898288194
3,1120.9788425560482,8.187865213092707,232.93938228664382,18.43011438378773,3.1178556332617866,0.1700011790453238,3.171968689214814
4,312.2987741092124,2.555650323986396,79.10409529465505,12.864727733917404,0.0963034076386223,0.19619429527225876,0.158753991436644
5,3916.177296793075,4.474578413372965,255.35038449700502,16.086259260308733,9.231186049116317,0.14884690751051566,9.278565491304798
6,2637.746906266969,7.380535542308499,177.86388907797775,13.110148383748436,7.211969054591896,0.2042191679967933,7.276974034713504
7,2108.4818295983127,2.3957095599172855,330.1959951466205,5.012642753985024,3.903671876766353,0.2090948398490953,3.9702288314403362
8,748.8013458813824,9.884372958262288,475.39514484017906,5.849654652030415,2.8519414703638963,0.15988773745835888,2.9028353178764505
9,37.719,6.5953,455.46,17.117,0.7455492902350807,0.18930253712965278,0.8058061592831233
10,1.43,2.3812,151.23,7.2813,0.5366028770552377,0.17450830041624638,0.5921505942988599
11,64.265,6.0279,109.63,9.352,0.37484636045830494,0.29281037641967933,0.468050798049886
12,92.389,0.010655,202.11,1.1125,0.6792706715022044,0.1379647779823781,0.7231862242791471
13,212.82,0.57926,243.85,3.6227,0.21033765313315297,0.22066209363880326,0.2805765790443974
14,2892.1,1.4453e-05,307.34,6.7665,0.3096460117468013,0.19260061158521002,0.370952690499418
15,239.37,2.5401,85.101,8.132,0.20971182677643396,0.2034822563424858,0.27448224063323157
16,3684.3,3.8288,82.472,1.0418,3.400605607397885,0.1381967507341753,3.44459499939505
17,406.02,2.8275,73.406,12.814,0.20095045065293274,0.16371316637082706,0.2530619700072187
18,326.73,2.6499,74.491,12.787,0.08888994144443543,0.1610261319228185,0.14014615116940385
19,3836.1,0.019553,0.98599,19.649,0.9068304304142081,0.1352539554263805,0.9498831015718867
20,325.93,2.8445,79.206,12.274,0.07502938948612944,0.1652107662627521,0.1276176096915629
21,0.00055495,0.00038001,308.94,1.9887,0.3245403604902217,0.18548040099730775,0.3835806058209986
22,4.6051,0.65391,218.64,1.0547,0.6673833378289422,0.13911748762516019,0.7116658094810818
23,336.75,1.4289,97.113,11.34,0.1300512790236479,0.1523598071757283,0.1785489119047383
24,298.41,2.4052,102.58,8.0691,0.0836099962189431,0.15000596285939657,0.13135837718360757
25,326.03,1.0194,146.37,9.8691,0.11776536022592315,0.17515751466241417,0.17351972878235186
26,416.07,0.71116,151.35,9.86,0.09769231782162865,0.2013821497290677,0.1617942469813353
27,673.2,0.55878,133.36,9.9321,0.023389016312386827,0.15850742210299332,0.07384349580127669
28,643.44,0.56664,130.84,10.042,0.029705346522477687,0.15988420256153324,0.08059806884242546
29,703.77,0.51813,132.38,10.093,0.030358996967945872,0.1646218990364845,0.08275977491360874
30,659.76,0.56864,146.55,9.2669,0.02205773525872954,0.1551532574977123,0.0714445509938707
31,597.6,0.62992,143.89,9.2793,0.02730148792113472,0.14949156773352057,0.07488613183182809
32,752.76,0.59486,147.72,9.9888,0.09323534832828609,0.16888103955561135,0.146991852807833
33,568.7,0.65795,147.78,10.717,0.026205425786151895,0.19036352413990604,0.08680001748867068
34,487.67,0.89855,139.87,10.265,0.035725507453109734,0.1683989965676937,0.08932857288403687
35,555.94,0.64817,149.54,10.587,0.024353725133791037,0.18766720845099438,0.08409005289625678
36,647.01,0.62584,133.7,8.8796,0.023118295133821368,0.1441890497118599,0.06901509513655243
37,576.33,0.6617,147.24,8.5382,0.027367006769821012,0.1492060740526806,0.07486077521946002
38,603.46,0.6568,140.99,9.5155,0.02179110665351941,0.150576373286574,0.06972105489633676
39,614.4,0.60003,142.41,8.6766,0.023060097564766645,0.1484084465261717,0.07029997328722554
40,600.83,0.63173,140.58,8.6565,0.021999694858258933,0.14658202008241958,0.06865820098728403
41,645.64,0.6283,135.41,8.7057,0.020738952695807677,0.14575729456270425,0.06713494053851932
42,682.52,0.57355,141.2,9.0836,0.02012046083671583,0.1494231755027067,0.06768333482420298
43,609.9,0.62428,141.14,9.0797,0.01625126032091743,0.1454154685076397,0.06253844155094682
44,600.95,0.66072,139.8,9.1675,0.016145529080487456,0.14455590261496212,0.06215910198905118
45,676.8,0.53902,146.53,8.6074,0.01942267341180984,0.16038523698453372,0.07047487994191706
46,619.55,0.63247,135.67,8.8197,0.020398036262023318,0.14419647597362703,0.06629720011729225
47,609.84,0.6287,140.23,8.5631,0.021140548922486218,0.14727037608568916,0.06801816557256599
48,657.48,0.61412,134.79,8.6384,0.02077781742535651,0.14865249506517886,0.0680953762104901
49,748.17,0.49151,143.67,8.1338,0.018244396211195352,0.18042602841090286,0.07567578477926322
50,637.26,0.62993,135.1,8.884,0.021179546729851725,0.1433480814909062,0.06680865823388683
51,641.13,0.64069,132.89,8.6133,0.022914830656835198,0.14781256511484803,0.06996503143507662
52,662.66,0.57244,144.15,8.5404,0.017313641876476847,0.15189474374147793,0.06566324046874275
53,637.1,0.63261,134.73,8.8443,0.02144791781903515,0.1436872154590107,0.06718497901785865
54,637.28,0.62411,134.39,8.7086,0.021400664823366375,0.1465478593349886,0.06804829724876477
55,674.23,0.58336,136.23,8.7784,0.020198990744328554,0.1497442517282416,0.06786406646862204
56,682.99,0.58645,139.33,8.98,0.022293520410472858,0.14725680328039373,0.06916681670244385
57,634.29,0.58811,140.63,8.8871,0.017211080766278242,0.14833830610937931,0.06442863010065107
58,634.54,0.63355,137.59,9.0666,0.019675727920781122,0.14272377706305628,0.06510611715344328
59,668.23,0.61158,133.65,9.0367,0.0264826282309417,0.1459758420278392,0.0729481818924062
60,694.5,0.50599,144.1,8.4629,0.02538742236911145,0.17046530025491757,0.07964821269153996
61,559.49,0.67467,147.87,8.3979,0.028626168548924014,0.15316123464890358,0.07737890371778537
62,736.36,0.48329,145.93,8.1888,0.02220968565714686,0.17741587514942445,0.07868291268315777
63,651.55,0.59208,138.32,8.8059,0.01795456487665732,0.14793546377748276,0.06504388551421415
64,660.15,0.5826,137.47,8.7472,0.018574066029409458,0.14996508251359358,0.06630943437585421
65,681.56,0.50994,143.6,8.2131,0.028647603660294577,0.17371018512079361,0.0839412729150596
66,648.23,0.58419,141.02,8.4414,0.019966154149353675,0.15117348220682744,0.06808616806461623
67,668.1,0.57928,140.91,8.6343,0.016315625769681843,0.15023886373338602,0.06413814138503798
68,760.59,0.49865,138.75,8.281,0.02108094378940005,0.17571699893615667,0.07701340172132534
69,801.45,0.42784,150.36,8.1634,0.02648226447389002,0.18597165377167443,0.08567888041936303
70,662.53,0.58107,140.39,8.7182,0.016603527483219565,0.14941198262464658,0.06416283866696533
