Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
431.76,1.0684,130.61,20.0,0.025162,0.025162341423202995
431.76,1.0684,130.61,20.0,0.025162,0.025162341423203012
431.76,1.0684,130.61,20.0,0.025162,0.025162341423203016
431.76,1.0684,130.61,20.0,0.025162,0.025162341423203057
431.76,1.0684,130.61,20.0,0.025162,0.02516234142320306
431.76,1.0684,130.61,20.0,0.025162,0.025162341423203068
431.76,1.0684,130.61,20.0,0.025162,0.02516234142320307
431.76,1.0684,130.61,20.0,0.025162,0.025162341423203078
431.76,1.0684,130.61,20.0,0.025162,0.02516234142320309
431.76,1.0684,130.61,20.0,0.025162,0.02516234142320309
