evals,errors
1000,1.1664507580653127
2000,1.1592257757855546
3000,1.1585697622377977
4000,1.1585697622377977
5000,1.1585697622377977
6000,1.1585697622377977
7000,1.1585697622377977
8000,1.1585697622377977
9000,1.1541024292247055
10000,1.1541024292247055
11000,1.1541024292247055
12000,1.1541024292247055
13000,1.1541024292247055
14000,1.1541024292247055
15000,1.1541024292247055
16000,1.1541024292247055
17000,1.1052553497052602
18000,1.1052553497052602
19000,1.1052553497052602
20000,1.1052553497052602
21000,1.1052553497052602
22000,1.1052553497052602
23000,1.1052553497052602
24000,1.1052553497052602
25000,1.1052553497052602
26000,1.1052553497052602
27000,1.1052553497052602
28000,1.1052553497052602
29000,1.1052553497052602
30000,1.1052553497052602
31000,1.1052553497052602
32000,1.1052553497052602
33000,1.1052553497052602
34000,1.1052553497052602
35000,1.1052553497052602
36000,1.1052553497052602
37000,1.1052553497052602
38000,1.1052553497052602
39000,1.1052553497052602
40000,1.1052553497052602
41000,1.1052553497052602
42000,1.1052553497052602
43000,1.1052553497052602
44000,1.1052553497052602
45000,1.1052553497052602
46000,1.1052553497052602
47000,1.1052553497052602
48000,1.1052553497052602
49000,1.1052553497052602
50000,1.1052553497052602
