Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
765.24,0.30401,117.65,15.154,0.11976,0.064703,0.089472,0.15353,0.055899,0.064754,0.5481179523860986
766.58,0.30546,119.14,15.125,0.11977,0.064665,0.089498,0.17574,0.055914,0.064738,0.5703260465001256
744.13,0.3039,116.15,15.527,0.11841,0.06421,0.090045,0.18149,0.055834,0.064989,0.5749756399471987
743.91,0.30102,118.41,15.359,0.11852,0.064123,0.090122,0.18846,0.055842,0.065068,0.5821388113850714
743.92,0.29951,121.99,15.229,0.11843,0.063925,0.090313,0.19206,0.055853,0.065162,0.585738384953729
742.0,0.31493,115.61,15.865,0.11798,0.064147,0.090139,0.19871,0.055849,0.064818,0.5916404909744234
701.67,0.39324,120.42,10.566,0.12777,0.066857,0.087833,0.20279,0.055297,0.065218,0.6057660932134584
701.67,0.39482,120.19,10.363,0.12767,0.06668,0.088018,0.20302,0.055235,0.065374,0.6060065111422737
701.85,0.33348,119.94,14.319,0.12145,0.065284,0.088852,0.21207,0.055785,0.06472,0.6081593519597895
701.66,0.3917,120.67,10.22,0.12759,0.066502,0.088184,0.20664,0.055205,0.065491,0.6096092460387592
