iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.916824958142799,0.1729231124212881,2.971868094376166
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.720115681673732,0.1937737438904025,1.781795780036893
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.21543753092374102,0.12575170338366815,0.2554655413152142
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.16900756975706616,0.09347062367712579,0.19876019334126
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.2849614176211284,0.0922107719201598,2.314313017935954
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1842257088244632,0.21746575963368317,1.2534472100223324
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.612103255868057,0.20453907023258994,2.6772100640339307
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4471355240309465,0.09396113452446567,0.477044282067129
9,574.58,10.867,98.053,2.6252,0.277379450297626,0.10177938429615978,0.3097768345287929
10,510.35,1.1361,72.338,1.1049,0.32331574669640634,0.124372783548368,0.3629048332720486
11,10.042,7.9138,109.38,4.8865,0.3702867039552097,0.18117700398843578,0.42795713547388886
12,490.34,14.995,74.455,4.7415,0.15421713799728579,0.09370370388022096,0.18404395331439855
13,479.94,8.1903,77.675,4.7541,0.1622860747926019,0.09360346049680911,0.19208098164975015
14,66.908,175.94,98.163,2.1344,0.4084119477900006,0.10626570723210683,0.44223737296429255
15,497.41,1.4083,88.153,2.9094,0.15059247272079282,0.09960362197570527,0.1822972902953729
16,401.73,0.012908,23.811,11.564,0.29658957695662397,0.09622723674907085,0.3272196577340014
17,441.67,10.891,93.212,1.9039,0.027392427246362958,0.10936933866898267,0.06220576899008329
18,455.78,13.932,91.906,1.9741,0.011483452055510782,0.10842446355960786,0.04599603071070812
19,456.3,13.186,91.329,1.963,0.013783782533323944,0.10854189180560023,0.04833373976013787
20,378.06,0.1232,91.858,3.1425,0.04347318392654896,0.09800989794536756,0.07467070338642384
21,442.23,0.035085,86.892,3.6555,0.12015513000793575,0.09566323895108159,0.1506056847104273
22,472.77,30.936,92.151,2.0247,0.03318697119438226,0.10785265777560787,0.06751753841555533
23,425.64,5.8749,91.036,2.1643,0.01467125958963716,0.10607706406382474,0.048436637778503884
24,412.57,8.5573,89.73,2.2046,0.026283978177158055,0.10561193414179028,0.05990130091348132
25,375.76,0.021985,82.78,2.8882,0.0394544254450913,0.09941970830771178,0.0711007014809447
26,447.7,9.5,91.21,2.0723,0.010872256194826105,0.10720867304967571,0.044997836711183604
27,432.24,13.038,87.562,2.2638,0.01032012887781455,0.10498169933854938,0.04373684164564914
28,431.28,0.1874,91.501,2.3451,0.025188140700495684,0.10416819442273659,0.05834590681116794
29,445.74,8.8186,90.711,2.0849,0.011222021136195517,0.10703448526472162,0.04529215595854968
30,432.85,13.272,87.297,2.3142,0.008980327232414062,0.10445746476400307,0.04223017095249121
