Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
624.1,0.55031,142.12,9.0917,0.1597,0.11915,0.12391,0.056474,0.14074,0.12153,0.332,0.071122,0.49351,1.6181419128042722
616.46,0.56231,141.15,9.1444,0.15963,0.1192,0.1238,0.056405,0.1409,0.12113,0.33124,0.071246,0.5073,1.6308582027045926
621.63,0.5506,138.72,9.1446,0.15941,0.11961,0.12376,0.05634,0.141,0.11926,0.3694,0.07152,0.48411,1.6444193014851978
617.83,0.57573,140.83,9.1163,0.15956,0.11924,0.12395,0.056469,0.14078,0.12086,0.32982,0.071153,0.52993,1.651757315911691
617.83,0.57571,140.74,9.1092,0.15956,0.11924,0.12397,0.056478,0.14076,0.12085,0.32859,0.071149,0.53123,1.6518290266919318
617.34,0.5754,140.72,9.0997,0.15959,0.11923,0.12399,0.056493,0.14074,0.12094,0.32596,0.071137,0.53384,1.6519067974823407
617.82,0.57572,140.93,9.1142,0.15957,0.11922,0.12395,0.056474,0.14077,0.12094,0.32925,0.071141,0.5309,1.6522279247947822
594.17,0.64034,137.3,9.075,0.15936,0.11952,0.12435,0.056601,0.14061,0.1196,0.36582,0.071055,0.49908,1.6559964283977067
591.83,0.59695,139.33,9.1125,0.15975,0.1191,0.12398,0.056504,0.14088,0.12167,0.36536,0.071181,0.49883,1.6572606056463428
628.21,0.57175,140.61,9.09,0.15942,0.11941,0.12404,0.056492,0.14067,0.12006,0.35168,0.071129,0.51738,1.6602832024266494
