Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1641.9,0.32306,221.6,1.5978,0.25698,0.18845,0.10596,0.10386,0.083888,0.18708,0.23505,0.074394,0.031203,1.266874723706644
1682.9,0.32186,221.56,1.5973,0.25969,0.18835,0.10596,0.10365,0.084001,0.18706,0.23518,0.074426,0.031253,1.269587281829982
1686.1,0.32351,221.92,1.5956,0.26808,0.18834,0.10595,0.10366,0.084015,0.1871,0.2352,0.074463,0.031299,1.2781060850855832
1707.8,0.32197,221.57,1.5973,0.27123,0.18828,0.10596,0.10353,0.084056,0.18704,0.23526,0.074431,0.03128,1.2810802321799803
1553.8,0.30934,220.2,1.6817,0.28107,0.18839,0.10621,0.10364,0.08293,0.18553,0.2343,0.072933,0.029866,1.2848618282739483
1681.0,0.31467,223.52,1.6101,0.27843,0.18836,0.10601,0.10358,0.083939,0.18688,0.23514,0.07443,0.031081,1.2878468825644507
1553.3,0.31072,220.06,1.6843,0.30666,0.18837,0.10621,0.10363,0.08289,0.18547,0.23427,0.072858,0.029835,1.3101952529885377
1689.4,0.32602,219.9,1.599,0.30358,0.18828,0.10595,0.1036,0.083949,0.18697,0.23516,0.074219,0.031194,1.3129097156552272
1614.7,0.30317,220.19,1.6819,0.30969,0.18825,0.10621,0.10333,0.083125,0.1855,0.23452,0.073045,0.029889,1.313563094907734
1589.0,0.34138,221.12,1.5452,0.30223,0.18874,0.10582,0.10454,0.084157,0.1881,0.23518,0.075116,0.032028,1.3159097184383857
