Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
921.06,2.7815,189.36,1.8802,0.0,0.0
908.07,2.7506,188.69,1.89,0.0,0.0
920.13,2.6991,189.6,1.8422,0.0,0.0
914.43,2.7108,186.58,1.8994,0.0,0.0
926.54,2.7265,188.51,1.9007,0.0,0.0
924.98,2.7161,186.57,1.8619,0.0,0.0
906.96,2.7283,188.36,1.9213,0.0,0.0
914.51,2.7198,187.79,1.8359,0.0,0.0
932.08,2.6823,194.84,1.8835,0.0,0.0
1287.3,2.8587,209.2,2.0093,0.0,0.0
