iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,554.1357061443464,469.42941184356386,280.09360737300125,54.72674581294871,212.22570737419755,936.2000457323069,173.01287948573517,11.198359564481112,0.8421062723039399,0.09203331312146498,0.8714013857287506
2,758.5343649851624,769.9416066864145,776.4284447804558,883.6099145228416,642.2891874131841,105.3991299950285,101.36729538589385,15.442330520357642,0.7828975646344192,0.1733435942948433,0.8380745444051
3,158.36124744758723,353.9923439009036,381.17803647598396,70.7707886984002,106.5183610940233,939.3860541335438,233.5379327892993,17.466864557298297,1.211748517343333,0.09533982931740466,1.2420961275621383
4,625.1411555989961,118.66246266231006,850.3777782841188,866.8290390441167,826.5198172780608,414.83149029646114,412.57962263583437,19.890626056840304,3.0902025251702097,0.21007722199564494,3.1570721817934504
5,824.5317791427402,665.6406400451867,913.2407055514918,470.99290681506574,340.8413005831325,700.6791503043422,285.93901817782483,15.098884045003302,2.0498122002513335,0.145270295950644,2.0960531716212687
6,574.4437423855813,601.2892911937977,39.956600694724244,282.6875460266924,449.83177989223134,474.1747974749374,381.32817027083667,6.875330063891635,2.284099386828776,0.0933287811637429,2.313806860538679
7,962.0730440609279,540.0722115871355,342.78954646798775,762.8413729514825,506.24347877518903,762.490739483291,3.9274381523188158,2.859872969775651,0.28057485522687786,0.1034653504038031,0.31350889913787844
8,230.3874863221548,993.1290485814914,550.6667209410568,369.68033079550247,298.8017932033799,131.40888779012073,370.87454391229926,12.924244842695515,2.360063242059709,0.2109186810007603,2.4272007434030964
9,39.06378494122524,905.5004341105329,452.8565390241636,713.9551442706049,979.2212107419692,573.622711348753,259.2490849735464,1.8331298750263072,1.1756657209303005,0.11073598751111871,1.2109140805114145
10,885.955358953164,245.53540245714106,105.27246015667392,244.39489695617058,42.43188610027042,531.1476790552805,318.4292711435222,7.96141846739245,1.6740977528390224,0.0942191040562827,1.7040886251275165
11,438.06460603233,16.12580897903361,134.62708617351967,169.203332657384,390.88928428193464,1.6078706366079374,87.60957321612455,9.876664735708738,0.06970922876518207,0.09902257326312,0.10122909279019188
12,314.77924052631505,389.14176155927356,988.504764729551,650.8841905828788,899.9255723048216,662.9998954823609,213.13885983834692,12.738035525108822,1.702338158599505,0.0927498218195635,1.7318613438264572
13,292.35946578952405,266.7643458551607,670.3948128592413,984.4535610724524,144.16577402230297,245.0184828719086,471.4679012475143,8.324884559688098,2.899555030432952,0.19798030591602087,2.962574119075713
14,712.5586584202988,138.62425137253814,243.68149371650244,565.6383430618702,617.3875209298889,363.22180564586193,134.67359079220873,3.7648231127648013,0.5221481348060762,0.09986393839261215,0.5539358136696937
15,88.57776650921723,713.9798949315003,712.1595179020987,393.35815513055223,742.9512246434695,868.7460147898752,447.5652608286275,17.794588004537044,3.300966556216014,0.09155536953938413,3.33010953547361
16,397.50344827382094,867.2800687724675,594.8821064757205,523.6784751657218,796.6410942798514,256.14924310840405,46.01330300378142,4.97071033601372,0.3121429772123524,0.09586137348376735,0.3426566000953922
17,446.89,162.69,7.1188,172.02,393.98,0.19555,70.581,6.2708,0.2018876727948447,0.10190092844880172,0.23432374573140538
18,467.5,16.43,199.57,284.52,339.53,1.8049,55.968,10.184,0.23848335922896158,0.1661260652499693,0.2913629281508403
19,454.88,1.4535,186.89,89.043,308.67,75.666,12.395,13.953,0.5872940268837145,0.0982795294541872,0.6185773727184734
20,429.86,13.954,193.67,229.49,422.26,4.9871,76.115,9.3177,0.06841886411271131,0.09776293613480522,0.09953777318677436
21,875.98,23.05,256.97,174.91,350.54,4.8281,97.799,13.026,0.17218853089517427,0.09893109058465797,0.20367927507921504
22,447.13,7.7279,75.842,345.68,393.87,8.0143,88.278,10.006,0.06770453617932926,0.17969199678854864,0.12490227522523026
23,588.59,4.8669,134.52,262.27,390.8,63.127,86.944,14.228,0.05711906316020418,0.13168770038192976,0.09903656008058137
24,597.68,32.038,234.52,296.32,352.29,1.2643,85.532,5.9955,0.04889685222805615,0.09783871955245084,0.08003988391316459
25,608.78,99.321,235.75,482.55,353.26,0.96054,74.329,6.1413,0.055496687764952785,0.09805219117544581,0.08670766957808022
26,586.0,5.5765,133.67,261.67,528.3,147.13,83.491,14.957,0.10658244366749696,0.09943054815659141,0.1382321701344135
27,650.01,9.8972,276.82,285.94,333.86,1.8536,77.363,16.398,0.022900915775862823,0.19838992366522235,0.08605038979775068
28,726.1,12.418,290.02,279.03,187.58,0.10009,57.473,15.133,0.22210117672603708,0.09848219000615423,0.2534490314180265
29,648.18,43.941,291.74,320.72,809.1,2.432,77.093,17.996,0.28422322608173795,0.10242414311061937,0.3168258434177515
30,622.05,238.28,327.64,9.4573,299.41,0.67954,45.423,17.095,0.22962932600577643,0.09746426392118868,0.26065316476151695
31,631.66,10.315,321.77,302.76,189.18,0.24863,79.495,5.1593,0.14167283158006938,0.09686485052057495,0.17250587112448348
32,649.94,4.0116,301.55,182.03,467.36,57.41,78.501,16.184,0.09245684904492732,0.09777347800070543,0.12357911369912522
33,659.32,3.0551,342.74,0.52204,155.77,44.672,100.23,17.084,0.10557572523398809,0.1904664854310022,0.16620309053335702
34,899.12,30.849,232.44,130.77,525.3,5.1111,54.744,4.11,0.16668988222572706,0.10270405861115434,0.19938159943285697
35,396.76,0.11274,277.47,416.5,32.423,4.3999,64.285,5.017,0.37740105558963344,0.0967146236225708,0.4081862764272421
