Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.0048024,581.96,647.24,921.22,224.15,286.25,65.809,11.736,0.043314,0.78574,0.28107,0.1333,0.22171,0.04981,0.035894,0.10108,0.14481,1.796735398906863
0.0053652,581.9,666.37,925.45,211.63,274.37,64.24,11.752,0.043397,0.71445,0.35192,0.13435,0.22225,0.048845,0.036115,0.1008,0.14552,1.7976451244773612
0.0050217,581.96,647.87,921.35,224.31,269.36,66.147,11.74,0.043275,0.71285,0.40083,0.1338,0.22234,0.048753,0.035597,0.10138,0.14454,1.8433581200192144
0.0050253,516.78,647.61,924.29,224.1,299.81,64.866,11.58,0.043072,0.8393,0.33829,0.13322,0.22176,0.050714,0.036479,0.10092,0.1449,1.9086470645747593
0.0050631,582.01,634.19,929.98,223.48,268.99,66.094,11.722,0.043252,0.75752,0.42994,0.13344,0.22229,0.048865,0.035391,0.10153,0.1443,1.9165285830800198
0.0050254,581.58,647.91,924.25,228.53,288.82,68.212,11.578,0.043285,0.77598,0.44255,0.13291,0.22161,0.049759,0.035634,0.10128,0.14433,1.9473387851189943
0.0050501,583.13,651.34,828.43,228.44,295.12,68.021,11.58,0.042962,0.82275,0.39278,0.13542,0.22159,0.051471,0.03834,0.10031,0.1465,1.9521249686045798
0.0048352,582.14,618.79,927.42,220.93,269.63,64.543,11.721,0.043189,0.79598,0.42904,0.13349,0.22221,0.0493,0.035652,0.1014,0.14463,1.9548929108665425
0.0051092,580.64,641.76,918.72,228.74,288.92,68.605,11.59,0.043244,0.81106,0.42031,0.1329,0.22162,0.049942,0.035692,0.10133,0.14427,1.960370890931666
0.0049913,581.59,651.07,924.25,226.81,288.8,69.008,11.579,0.043314,0.81222,0.4308,0.13288,0.22163,0.049765,0.035597,0.1013,0.14427,1.9717694675387634
