Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
41.361,8.8104,141.2,1.0006,0.2111,9.6516,0.099719,0.13513,0.060868,0.13591,10.294346893384523
43.11,8.946,144.12,1.0003,0.20873,9.6563,0.098615,0.13562,0.061064,0.13446,10.294828906023982
41.541,8.8422,137.3,1.0025,0.21339,9.6506,0.10074,0.13473,0.060838,0.13706,10.29734941818578
41.537,8.843,145.17,1.0025,0.20837,9.6598,0.09849,0.13563,0.060963,0.13449,10.297735958153739
42.387,8.7628,136.42,1.003,0.21452,9.6501,0.10126,0.13451,0.060843,0.13763,10.298916945511403
42.636,8.7652,137.49,1.0029,0.21388,9.6514,0.10098,0.13463,0.060869,0.13726,10.29900910918485
41.182,8.8032,146.4,1.0031,0.20773,9.663,0.09822,0.13572,0.060955,0.13423,10.299879633871898
41.929,9.1316,135.5,1.0019,0.21291,9.6548,0.10043,0.13493,0.060946,0.1366,10.300599182261742
42.865,8.8061,130.27,1.0001,0.21823,9.6456,0.10287,0.1339,0.06081,0.13957,10.30096448490823
42.489,8.8866,135.28,1.0035,0.21453,9.6524,0.10123,0.13456,0.060882,0.13755,10.301173456898907
