Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1236.4,0.425,183.63,1.7117,0.1242,0.11901,0.25561,0.16604,0.18344,0.25349,0.49134,0.18257,0.10269,1.878385315495972
1242.8,0.41974,184.37,1.7167,0.12414,0.11897,0.25563,0.1659,0.18324,0.27919,0.48008,0.18244,0.10246,1.8920582811717357
1236.5,0.42755,183.68,1.7064,0.12427,0.11906,0.25558,0.16619,0.18366,0.24567,0.51311,0.1827,0.1029,1.8931457016352262
1236.7,0.41499,185.82,1.7108,0.12418,0.11901,0.25566,0.16612,0.18348,0.25435,0.51713,0.18253,0.10271,1.9051579076854084
1263.6,0.40958,182.3,1.7163,0.12415,0.11898,0.25562,0.16588,0.18324,0.26696,0.50958,0.18248,0.10234,1.909219870963294
1241.6,0.41658,184.38,1.7175,0.12412,0.11896,0.25565,0.16588,0.18319,0.30222,0.47561,0.18241,0.10238,1.9104184308828793
1242.2,0.41514,183.68,1.7122,0.12418,0.11901,0.25564,0.16603,0.1834,0.26752,0.51716,0.18253,0.10253,1.9179960502440263
1259.2,0.41426,187.23,1.712,0.12422,0.119,0.25561,0.1661,0.1835,0.25468,0.52959,0.18252,0.10279,1.9179979392358142
1158.7,0.44708,189.47,1.7023,0.12422,0.11906,0.25572,0.16645,0.1838,0.30723,0.49684,0.18264,0.10305,1.9390148068195185
1242.2,0.42557,185.09,1.7184,0.12414,0.11895,0.25561,0.16586,0.1832,0.27195,0.53532,0.18241,0.1025,1.939938023260952
