iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.46609368682342184,0.07192281147315098,0.48898742875745876
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.10346466712998365,0.07335946788082463,0.1268157110016324
3,313.01,4.6363,64.219,15.739,4.7744e-05,0.0917522589636104,0.07366934444830038,0.11520193961018337
4,275.74,0.060354,64.129,14.575,4.7301e-05,0.02196875941875139,0.07343022858524048,0.04534232712216902
5,267.61,0.11307,62.364,15.043,5.3439e-05,0.027331177619791692,0.07347557129380802,0.050719178355612723
6,222.09,414.08,62.556,13.728,5.46e-05,0.021719000625202094,0.07408483649285544,0.04530093649718765
7,239.74,247.89,64.463,15.775,4.9311e-05,0.03327019528970646,0.0736349235535964,0.056708919425203855
