Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1935.0,0.12617,124.01,7.9127,0.064213,0.12912,0.054964,0.16898,0.067092,0.090549,0.5749170360874499
1935.0,0.12666,123.57,7.9112,0.06425,0.12917,0.054961,0.1692,0.067081,0.090519,0.5751782433088565
1934.8,0.12681,123.64,7.8867,0.064218,0.12921,0.054964,0.16982,0.067094,0.090559,0.5758626666200536
1934.6,0.12598,123.76,7.9202,0.064231,0.1291,0.054958,0.17043,0.06709,0.090529,0.5763390597768658
1935.5,0.12582,124.49,7.9344,0.064201,0.12904,0.054967,0.17086,0.067087,0.090547,0.5767020817406184
1930.7,0.12638,123.89,7.8577,0.064148,0.1292,0.054965,0.17098,0.067124,0.090635,0.5770505419790662
1937.6,0.12621,123.52,7.8845,0.064217,0.12919,0.054957,0.17106,0.067104,0.090561,0.5770923955409859
1935.1,0.12646,123.28,7.917,0.064269,0.12916,0.054954,0.17124,0.06708,0.090498,0.5771989895130621
1936.4,0.12646,123.23,7.915,0.064274,0.12917,0.054954,0.17148,0.06708,0.090496,0.5774512062711779
1941.6,0.12672,123.39,7.93,0.064302,0.12918,0.054959,0.17192,0.067062,0.090464,0.5778931250235877
