Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3331.2,0.10778,155.39,3.743,0.23136,0.044957,0.22005,0.054248,0.096952,0.11264,0.079271,0.12064,0.1356,1.0957135550388657
3432.6,0.10344,156.8,3.6973,0.24142,0.044774,0.22012,0.055302,0.096946,0.11284,0.080044,0.12043,0.13572,1.1075874147433369
3455.7,0.10259,156.78,3.6957,0.24318,0.04475,0.22013,0.055374,0.096935,0.11286,0.0801,0.12044,0.13572,1.109486581444666
3456.1,0.10259,157.08,3.695,0.24385,0.044752,0.22013,0.055388,0.096935,0.11286,0.080109,0.12042,0.13573,1.1101682964770545
3442.3,0.10338,157.12,3.6941,0.2439,0.04476,0.22012,0.055386,0.096939,0.11286,0.080109,0.1204,0.13573,1.1102096505837262
3404.2,0.10374,157.25,3.7677,0.24644,0.044989,0.22001,0.053914,0.097002,0.11267,0.079021,0.12073,0.13555,1.1103253156061215
3457.6,0.10261,157.1,3.6914,0.24432,0.044742,0.22013,0.05546,0.096928,0.11287,0.080161,0.1204,0.13574,1.110745570589779
3456.2,0.10293,157.12,3.698,0.24497,0.044756,0.22012,0.055339,0.096941,0.11286,0.08008,0.12043,0.13572,1.111220972201481
3457.5,0.1029,157.08,3.6868,0.2459,0.044728,0.22014,0.055556,0.096919,0.11288,0.080233,0.12038,0.13575,1.1124824516551257
3457.9,0.10291,157.1,3.6868,0.24634,0.044728,0.22014,0.055558,0.096919,0.11288,0.080235,0.12038,0.13575,1.1129261065586857
