Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1459.9,0.18023,123.38,5.2105,0.0959,0.048888,0.099417,0.39539,0.13641,0.031113,0.25428,0.11431,0.13493,1.3106361026083253
1460.0,0.18023,123.37,5.2084,0.095922,0.048918,0.099436,0.39601,0.13643,0.031119,0.25427,0.11431,0.13494,1.31134925784212
1451.8,0.18286,123.47,5.1984,0.095884,0.049056,0.099492,0.39591,0.13644,0.031143,0.25422,0.1143,0.135,1.3114549036290681
1446.1,0.17871,125.55,5.1985,0.096843,0.048873,0.099532,0.39934,0.13646,0.031254,0.2542,0.11431,0.13505,1.3158706712120605
1469.3,0.17921,124.1,5.2178,0.096124,0.048773,0.09935,0.4031,0.13634,0.031118,0.25431,0.11432,0.13488,1.3183108400557881
1473.6,0.1802,123.11,5.2092,0.096371,0.048976,0.099423,0.40458,0.1364,0.031089,0.25427,0.1143,0.13492,1.3203270438120405
1459.9,0.18072,123.36,5.1594,0.10035,0.049644,0.099892,0.39972,0.13673,0.031279,0.25399,0.11425,0.13527,1.3211248454793305
1461.6,0.17721,125.3,5.1981,0.095833,0.048947,0.099572,0.40564,0.13648,0.031261,0.25418,0.1143,0.13504,1.3212512704264723
1459.1,0.17765,125.32,5.1853,0.096057,0.049123,0.099685,0.40511,0.13655,0.031304,0.25411,0.11428,0.13513,1.3213552302615212
1464.1,0.17996,123.44,5.1728,0.099046,0.049438,0.099776,0.40172,0.13664,0.031235,0.25406,0.11426,0.13518,1.3213603010754913
