Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1976.2,0.010643,29.304,14.853,0.069435,0.23762,0.095746,0.49237,0.079208,0.11472,1.089095538745929
1976.4,0.010845,29.648,15.004,0.069262,0.23736,0.095795,0.49526,0.079078,0.11489,1.0916434807611501
1977.8,0.010932,29.772,15.002,0.069199,0.23723,0.095792,0.49548,0.079039,0.11495,1.0916873477239724
1975.6,0.011308,29.924,14.905,0.069144,0.23655,0.095526,0.4967,0.078926,0.1149,1.0917442067703682
1976.0,0.010809,29.418,15.059,0.069389,0.23751,0.095768,0.4958,0.079118,0.11471,1.0922948955938323
1953.7,0.010691,29.319,14.758,0.069427,0.23699,0.095426,0.49713,0.079154,0.11464,1.0927648905165188
1933.4,0.011244,30.83,14.438,0.068621,0.23508,0.095156,0.49965,0.078768,0.11555,1.0928271495899924
1975.5,0.011446,30.546,14.965,0.068819,0.23625,0.095667,0.49891,0.078788,0.11533,1.0937576085090948
1977.8,0.010522,28.967,15.193,0.069627,0.23821,0.095901,0.49631,0.079258,0.11447,1.0937711064071947
1972.5,0.011688,30.273,15.017,0.068984,0.23598,0.095418,0.49977,0.078755,0.11498,1.0938892744095057
