Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
447.66,0.80189,57.588,5.4741,0.061078,0.10753,0.06747,0.077596,0.91045,0.099293,1.3234138272844305
452.4,0.80171,56.59,5.556,0.061268,0.1079,0.067487,0.077585,0.91638,0.10001,1.3306299085117343
446.78,0.80291,57.192,5.5266,0.061244,0.10783,0.067491,0.077593,0.91693,0.099888,1.3309748856053103
447.86,0.77641,57.546,5.4874,0.061204,0.10759,0.067693,0.07744,0.92015,0.099561,1.3336429161495302
441.84,0.80315,60.431,5.4316,0.060947,0.10724,0.067401,0.077679,0.92185,0.098842,1.3339652613595212
440.68,0.82608,56.908,5.3672,0.060803,0.10721,0.067245,0.077784,0.92355,0.098461,1.335052154902454
443.3,0.79309,56.347,5.3646,0.060881,0.10715,0.06751,0.077602,0.92516,0.098513,1.3368248165403274
443.16,0.83587,61.148,5.4669,0.060887,0.10727,0.067122,0.077897,0.92542,0.098835,1.3374330776760932
447.28,0.84182,56.296,5.5812,0.06127,0.10811,0.067192,0.077838,0.92484,0.10025,1.339502385087126
456.01,0.78808,60.937,5.5245,0.061048,0.10736,0.06749,0.077554,0.92901,0.099176,1.3416419548828757
