Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.66071,27.501,569.48,728.88,165.98,577.44,75.309,13.938,0.034035,0.32621,0.1028,0.14259,0.22315,0.069842,0.049116,0.10575,0.15679,1.2102810425495143
0.65702,27.813,565.92,728.75,171.1,579.01,75.502,13.938,0.034077,0.32863,0.10282,0.14269,0.2231,0.069579,0.04907,0.10574,0.15655,1.2122499400187432
0.63286,27.961,569.52,738.58,169.8,579.39,75.587,13.938,0.034287,0.32858,0.10271,0.14247,0.22307,0.069749,0.049031,0.1058,0.15656,1.2122528470203568
0.62038,29.141,569.99,738.58,171.31,576.75,75.688,13.92,0.034025,0.32989,0.10283,0.14258,0.22306,0.069412,0.04898,0.10561,0.15662,1.213006055358512
0.65942,27.698,566.26,733.2,166.84,585.24,75.609,13.938,0.034358,0.3294,0.10275,0.14266,0.22302,0.06991,0.049236,0.10578,0.15655,1.2136585470335983
0.6922,27.258,568.39,745.49,194.91,584.34,75.004,13.697,0.035041,0.33382,0.1024,0.14266,0.22295,0.068056,0.048216,0.10609,0.15561,1.2148474585876268
0.62656,28.112,569.55,729.24,182.54,582.94,75.185,13.963,0.034051,0.33364,0.10275,0.14302,0.22309,0.068939,0.04894,0.10565,0.15657,1.216647056614196
0.6572,27.259,569.27,729.25,164.35,579.87,75.985,13.951,0.034167,0.33241,0.10277,0.14247,0.22312,0.070181,0.049207,0.10584,0.15665,1.2168326731657009
0.67604,27.23,569.4,728.41,161.04,572.1,75.321,13.939,0.033952,0.33292,0.10283,0.14235,0.22322,0.07013,0.049095,0.10581,0.15685,1.2171571089480484
0.68521,26.539,559.67,744.41,196.56,583.03,76.025,13.698,0.035316,0.33906,0.10237,0.14238,0.22293,0.068458,0.04823,0.10633,0.15513,1.2202125223777065
