Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1938.3,0.16627,111.95,7.4458,0.053589,0.24334,0.069463,0.1288,0.092983,0.060738,0.6489125875034651
1935.2,0.16894,111.68,7.5774,0.053527,0.24991,0.069523,0.12851,0.092674,0.060879,0.6550209510891079
1964.0,0.16895,110.9,7.5774,0.053609,0.25342,0.069464,0.12889,0.092855,0.060831,0.6590632555587781
1920.7,0.16888,111.67,7.7483,0.053427,0.25663,0.069645,0.128,0.0923,0.061033,0.6610427351912552
1919.0,0.16901,111.07,7.5595,0.053479,0.25925,0.06955,0.12832,0.092577,0.060911,0.6640888065532621
1903.1,0.16519,113.4,7.1741,0.053603,0.259,0.06939,0.12887,0.093304,0.060554,0.6647201636252402
1902.6,0.16852,110.22,7.5326,0.053432,0.26433,0.069579,0.12815,0.092496,0.060936,0.6689296046070224
1908.0,0.16598,110.47,7.3465,0.053519,0.26544,0.069479,0.12858,0.092921,0.060745,0.6706818470862117
1936.8,0.1664,116.18,7.4892,0.053608,0.27222,0.069468,0.12871,0.093007,0.060695,0.6777103990460758
1891.4,0.16916,110.41,7.5758,0.053385,0.27864,0.069626,0.12791,0.09233,0.060999,0.6828951555657029
