Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g86),Error (g59),Error (curve),Error (g303),Error (g237),Reduced Error
34.647,0.025045,33.595,19.674,0.21519,0.072098,0.11187,0.51416,0.11624,0.061628,1.0911903557288518
33.735,0.024566,33.834,19.582,0.21558,0.072193,0.11235,0.51336,0.11655,0.061611,1.0916391424772796
34.179,0.025394,33.604,19.736,0.21458,0.071891,0.11187,0.51592,0.11605,0.061632,1.0919433497970215
34.122,0.024536,33.724,19.646,0.21568,0.072229,0.11225,0.51375,0.11658,0.061609,1.0920994444755043
34.563,0.025842,33.76,19.593,0.21431,0.071852,0.11154,0.51836,0.11568,0.061663,1.093417839969943
34.592,0.024156,33.589,19.677,0.21626,0.072411,0.11228,0.51828,0.11685,0.061598,1.0976693386598015
32.527,0.023998,33.577,19.367,0.21598,0.072258,0.113,0.51852,0.11699,0.061583,1.0983383039821533
32.609,0.021356,32.175,19.12,0.21945,0.073228,0.11428,0.52193,0.11914,0.061511,1.1095298573272643
32.37,0.021144,31.866,19.229,0.21952,0.073209,0.11449,0.52168,0.1194,0.061497,1.1097906501129742
34.55,0.023545,33.755,19.937,0.21686,0.072576,0.11258,0.53715,0.11729,0.061571,1.118027965940304
