Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
1139.2,0.33418,151.62,4.3012,0.013718,0.013718288429777877
