param_type,param_name,in_u_bound,out_l_bound,base,in_l_bound,out_u_bound
input,cp_tau_s,3.5732198271144218,0,10,2.097777734539283,1
input,cp_b,1.0,0,10,-0.9761304986116677,1
input,cp_tau_0,2.6941750783415035,0,10,1.7579347663277574,1
input,cp_n,1.301029995663981,0,10,0.0,1
input,average_strain,-0.5436491522581822,0,10,-2.2995905261833895,1
output,average_stress,3.9528166505345195,0,10,2.4158577394754426,1
