Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1142.3,0.00025257,432.58,11.508,0.17175,0.091564,0.17219,0.087653,0.86235,0.11019,1.4957046149154867
1127.0,0.00024309,430.9,11.494,0.17195,0.091753,0.17222,0.087757,0.86294,0.11033,1.4969526034661114
1076.7,0.00020552,413.74,11.579,0.17268,0.092475,0.17237,0.088131,0.86581,0.11084,1.50229747676396
1076.8,0.00020265,419.3,11.579,0.17278,0.092597,0.1724,0.088162,0.86641,0.11092,1.5032730309195486
1076.9,0.0001997,413.72,11.579,0.17283,0.092626,0.17246,0.088206,0.86626,0.111,1.5033826301188202
1148.6,0.00047622,465.53,12.406,0.16769,0.088158,0.16937,0.085357,0.8886,0.10578,1.5049569713139423
1048.9,0.00028086,419.16,11.595,0.17103,0.090848,0.17114,0.087332,0.8822,0.10888,1.5114257659848558
1049.6,0.00028298,419.17,11.598,0.17098,0.090806,0.17112,0.087311,0.88276,0.10884,1.5118231892020704
1048.4,0.00028425,419.17,11.59,0.17097,0.090783,0.1711,0.087305,0.88339,0.10882,1.5123645025410664
1048.7,0.00028669,419.17,11.595,0.17091,0.090735,0.17107,0.08728,0.88404,0.10877,1.5127990022216982
