Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
688.09,0.57952,136.17,9.2211,0.15881,0.11981,0.12472,0.056487,0.14064,0.11606,0.48492,0.070731,0.30754,1.5797060942328311
708.09,0.58335,133.37,8.9918,0.15851,0.12032,0.12537,0.056791,0.13997,0.11367,0.48802,0.070616,0.31947,1.5927405239491523
686.55,0.58537,134.23,9.2431,0.15867,0.11999,0.12465,0.05647,0.14074,0.11515,0.4837,0.070909,0.32992,1.600194885861551
686.54,0.58449,134.23,9.2437,0.15867,0.11999,0.12465,0.056468,0.14074,0.11518,0.48512,0.07091,0.32857,1.6002951845847204
686.38,0.57443,133.56,9.042,0.15879,0.12003,0.12512,0.056719,0.14024,0.1152,0.49668,0.070645,0.32988,1.6133034132688115
683.61,0.59851,132.98,9.2133,0.15858,0.12014,0.12477,0.056523,0.14068,0.11458,0.47234,0.070951,0.35739,1.6159561771259934
688.24,0.59936,132.14,9.2264,0.1585,0.12024,0.12475,0.056509,0.14071,0.11411,0.48018,0.071027,0.35066,1.6166828224900667
750.29,0.54465,132.05,9.2924,0.15826,0.12045,0.12459,0.056365,0.14066,0.11271,0.54617,0.071128,0.28776,1.6180835062529455
687.46,0.60011,133.04,9.2316,0.15853,0.12017,0.12474,0.056499,0.14071,0.11436,0.48059,0.070981,0.35285,1.619425762187471
681.67,0.59384,133.62,8.9861,0.15875,0.12007,0.12538,0.056817,0.14007,0.11504,0.45312,0.070542,0.38213,1.62192061709412
