Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3343.5,5.8163,440.34,6.7648,0.12621,0.074458,0.11968,0.15377,0.34246,0.13932,0.70169,0.11546,0.057388,1.8304290011585855
3348.5,5.804,439.39,6.7572,0.1262,0.075131,0.12007,0.15303,0.35971,0.13978,0.72666,0.11291,0.057134,1.870616187353302
3365.6,5.849,441.86,6.7491,0.12624,0.074416,0.11997,0.15345,0.34134,0.13908,0.77858,0.11301,0.057341,1.9034356247099737
3351.3,5.807,439.34,6.7575,0.12624,0.075444,0.12014,0.15274,0.32962,0.14005,0.80754,0.11224,0.056966,1.920993458587111
3371.7,5.7604,440.65,6.77,0.12626,0.075761,0.12021,0.1526,0.26866,0.14034,0.91842,0.1114,0.056625,1.9702745610405188
3343.0,5.8025,440.27,6.7527,0.12659,0.073713,0.11976,0.1543,0.43072,0.13847,0.7784,0.11545,0.057879,1.9952803563831878
3331.2,5.8185,439.95,6.7745,0.12619,0.074466,0.11949,0.15398,0.42877,0.13945,0.81618,0.11708,0.057427,2.033020857180619
3341.9,5.7911,440.54,6.7807,0.12613,0.074685,0.11958,0.15384,0.4073,0.13963,0.84597,0.11633,0.057245,2.040711399969258
3344.0,5.7338,437.87,6.7597,0.1262,0.075293,0.12017,0.15303,0.57641,0.13986,0.74379,0.11257,0.057134,2.104459114793234
3343.6,5.8736,440.04,6.7649,0.12638,0.075474,0.11976,0.15277,0.34385,0.14036,0.98562,0.11424,0.05682,2.115263292949817
