iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3713.8860038960697,1.7150232351191992,89.03818350725506,14.1745235823849,5.492560445233277,0.17444645487637128,5.548088476430141
2,727.4924601726382,6.7454848883342855,146.14760771053835,19.73208319558455,1.7308511917587626,0.17925846832772105,1.78791093440964
3,412.8766163165218,0.23741754226342837,407.76308198324756,3.2527703430115804,1.9771660443187296,0.22375122165851577,2.048388270218336
4,1650.7803162062964,8.068263937369668,21.04532520220731,11.030188005448478,2.7821332868734894,0.23162074031461657,2.8558604583608402
5,3386.3337943436127,3.8141953514358375,266.49151677318855,6.00926698639189,0.47192543140329507,0.19010662484658722,0.5324382495209968
6,1180.5112166788047,9.88889296489341,495.59328976657366,9.905137309299574,3.2839427708452504,0.18357972401139877,3.3423780119009705
7,2973.7688231913257,3.1000932193195805,235.68246215546674,15.614055117979957,3.169364739975049,0.17672571576433363,3.225618282445743
8,2424.4968410583183,5.832935617981249,332.7875367760958,5.3386745125766595,7.10569702433936,0.1539497205925462,7.1547007423792
9,3735.2,0.0071554,65.387,11.947,3.8642076529208187,0.2051044725797584,3.929494434243468
10,474.53,9.6223,0.090637,10.597,6.291400509964531,0.16743942948345014,6.344698135706087
11,248.91,0.06634,103.38,12.442,6.1625806603216216,0.17632483363665868,6.218706598047882
12,3989.3,0.00088573,184.35,15.559,0.35038246423109565,0.12439733971708156,0.3899793672780062
13,3995.5,0.037867,119.61,17.007,0.862613224634227,0.15542448526065913,0.9120863748477216
14,3955.6,0.041861,131.29,10.841,0.3475798709471851,0.23455001148779775,0.4222394584082728
15,3996.8,0.03914,274.57,14.116,0.6340960204772943,0.20605950650721772,0.6996867985406948
16,3961.1,2.2449,48.872,4.3759,0.7563006257056415,0.24111485117331594,0.8330498665398414
17,3961.5,0.53058,63.55,7.1941,0.47126328454115,0.26920462753075325,0.5569537788906138
18,3991.8,0.39494,143.95,8.0885,0.28613544909512995,0.2681314207122898,0.371484331104357
19,2852.0,1.7544,465.26,3.9612,0.40122788584164554,0.19678247337873273,0.4638656925457948
20,3837.4,2.3642,24.782,5.8032,0.46844885539376124,0.24703779062215028,0.547083426409793
21,3794.6,0.43369,494.1,17.342,0.4582728416675887,0.1856832237310289,0.5173776474796519
22,2373.8,3.1661,498.94,2.2808,0.4203278983933752,0.24515868599237178,0.49836433182857476
23,1336.9,0.024944,487.05,19.661,0.464714358402295,0.22407918599187718,0.5360409785915259
24,167.3,1.337e-05,458.71,3.1532,0.6679697045282238,0.34931797779772433,0.7791610702829693
25,3904.5,0.013127,0.052955,2.6854,0.625861197327763,0.21946868749944087,0.695720250266616
26,3998.8,0.71748,146.95,19.532,1.837345399958813,0.11436615355795235,1.8737492772811226
27,1212.1,2.4694e-09,464.38,1.1738,0.516279566559657,0.306358003061607,0.6137963476456906
28,3434.0,2.2178,7.9729,5.9359,0.44810619073168095,0.26694826118553694,0.5330784613666101
29,139.12,0.00023609,477.37,4.0585,0.5448692920660824,0.26040036692522206,0.6277573032242671
30,3681.2,3.6898,0.24945,5.2896,0.4648739745852332,0.24786188289406552,0.5437708623185433
31,13.811,0.0014663,420.14,4.4105,0.382073416230227,0.2900828599331591,0.4744096583594194
32,24.379,0.0080615,488.78,5.5544,0.32515536212491863,0.18728193650186747,0.384769054017108
33,3676.7,2.3243,42.241,6.3189,0.3072797115088259,0.20908479286592774,0.3738334681287408
