Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3041.8,7.0701,417.77,6.6539,0.1251,0.076414,0.12236,0.1504,0.62607,0.14338,0.72581,0.10111,0.058222,2.1288783579445942
3062.4,6.7661,416.89,6.691,0.1254,0.076107,0.12228,0.15046,0.71078,0.14321,0.69673,0.10257,0.058201,2.1857376653874323
3062.5,6.8556,417.91,6.6833,0.12533,0.076191,0.12228,0.15052,0.70593,0.14326,0.7129,0.10234,0.058163,2.1969107239839056
3047.1,6.8985,415.25,6.7065,0.12467,0.075806,0.12211,0.15136,0.65245,0.14321,0.81269,0.10375,0.057643,2.243695215388036
3061.1,7.1344,418.26,6.6893,0.12478,0.075705,0.1221,0.15153,0.64154,0.14299,0.82779,0.10313,0.057698,2.2472779524483157
3072.9,6.9711,416.75,6.7465,0.12456,0.074708,0.12161,0.15293,0.70187,0.14236,0.77244,0.10692,0.057372,2.2547687632373647
3057.1,6.7962,417.57,6.6851,0.12549,0.075916,0.12214,0.15071,0.73819,0.14299,0.7444,0.10304,0.058311,2.2611914447039965
3071.9,7.0678,419.19,6.7062,0.12477,0.07556,0.122,0.15181,0.67802,0.14291,0.81815,0.1041,0.057588,2.2749037411169413
3058.9,6.7413,417.42,6.6546,0.12708,0.075362,0.12229,0.14999,0.78092,0.1423,0.71726,0.10133,0.059374,2.2758946706515597
3071.2,7.078,418.04,6.7453,0.1245,0.074524,0.12147,0.1534,0.73724,0.14217,0.77079,0.10747,0.057321,2.288889257608112
