Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
177.63,15.516,23.047,3.8222,0.30646,0.13157,0.13275,0.10589,1.2197,0.10661,0.10209,0.24026,0.077662,2.4229922929225136
178.21,15.508,23.022,3.817,0.30657,0.13159,0.13274,0.10598,1.2199,0.10663,0.10211,0.24031,0.077718,2.423567829416882
181.29,15.473,23.022,3.8079,0.3067,0.13169,0.13266,0.10619,1.221,0.10659,0.10215,0.24037,0.077882,2.4252164727872545
172.1,15.518,23.235,3.9604,0.30504,0.13165,0.13272,0.10496,1.2268,0.10613,0.10191,0.23977,0.077158,2.4261589275810156
181.28,15.47,22.834,3.7831,0.30721,0.13168,0.1327,0.10648,1.2211,0.10676,0.10223,0.24061,0.078018,2.426752336965668
177.36,15.62,23.093,3.8164,0.30622,0.13153,0.13275,0.10574,1.2251,0.10657,0.10202,0.24012,0.077592,2.427587724042659
179.35,15.507,22.773,3.8172,0.3071,0.13173,0.13271,0.10639,1.2239,0.10668,0.10225,0.24058,0.077978,2.4293511258307348
184.5,15.51,22.847,3.7639,0.30722,0.13176,0.13261,0.10662,1.2238,0.10669,0.10223,0.24059,0.078144,2.4296686539953503
177.29,15.892,23.349,3.9363,0.30447,0.13183,0.13249,0.10492,1.2332,0.10577,0.10177,0.23938,0.077341,2.4311299783077693
184.01,15.509,23.165,3.8387,0.30621,0.13185,0.13251,0.10607,1.2284,0.10629,0.10208,0.24016,0.077919,2.4314854145493103
