Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.60451,105.02,590.17,825.24,152.43,737.19,62.61,16.471,0.034174,0.40025,0.1007,0.14585,0.22059,0.068352,0.050107,0.10216,0.15708,1.2792573349308027
0.60476,105.26,590.16,825.33,154.76,718.77,63.988,16.035,0.034374,0.41477,0.10072,0.14541,0.2207,0.06813,0.049532,0.10226,0.15683,1.2927334529621612
0.66431,106.97,590.51,825.29,133.63,732.41,62.36,16.478,0.033545,0.43561,0.10088,0.14606,0.22061,0.069062,0.050423,0.10153,0.15832,1.3160361154263205
0.60547,93.237,590.66,828.34,145.24,735.06,62.596,16.423,0.034453,0.44238,0.10061,0.14591,0.22074,0.069171,0.050499,0.10239,0.15774,1.3238883752542605
0.60986,104.14,581.09,835.36,152.51,725.06,62.367,14.696,0.0364,0.45023,0.10003,0.14538,0.21975,0.068378,0.050097,0.10213,0.15665,1.3290407499928096
0.60366,104.74,581.16,825.2,149.58,724.37,61.698,16.399,0.033955,0.45137,0.10084,0.14599,0.22071,0.068242,0.050142,0.10209,0.15721,1.330547088968829
0.72352,107.52,589.54,825.19,156.4,731.37,63.753,16.471,0.033983,0.45904,0.10086,0.14573,0.22072,0.068017,0.049868,0.10214,0.15684,1.3371920604522585
0.60238,104.56,588.91,825.27,153.34,737.32,63.985,16.137,0.034762,0.46841,0.10053,0.14554,0.22036,0.068566,0.049928,0.10223,0.15685,1.3471810250086313
0.55226,107.45,581.26,825.19,144.88,683.52,66.277,16.148,0.033542,0.4739,0.10132,0.14484,0.22113,0.068361,0.048801,0.10206,0.15714,1.3511002421240133
0.59824,106.59,590.2,828.51,149.82,712.54,62.019,16.5,0.033435,0.47578,0.10107,0.14581,0.22107,0.067887,0.049732,0.10206,0.15733,1.3541793578432417
