Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1299.2,0.27833,148.55,3.0786,0.26084,0.18793,0.11447,0.094749,0.07406,0.15387,0.22707,0.040912,0.051371,1.2052709207512775
1348.4,0.27937,154.08,2.9115,0.27079,0.18635,0.1127,0.094859,0.074678,0.15697,0.22774,0.042587,0.048028,1.2146991538291816
1361.0,0.28688,158.2,2.7243,0.28486,0.18532,0.11086,0.095242,0.075367,0.1607,0.22856,0.044751,0.044247,1.229911675566779
1361.3,0.287,158.2,2.7257,0.28512,0.18532,0.11088,0.095237,0.075363,0.16067,0.22855,0.044733,0.044272,1.230147198597865
1362.5,0.28185,159.32,2.7284,0.29975,0.18533,0.11083,0.095263,0.075333,0.16073,0.22854,0.044827,0.044305,1.2448981390757627
1361.6,0.28988,158.14,2.7393,0.34225,0.18536,0.11103,0.095186,0.075323,0.16035,0.22848,0.044533,0.044526,1.2870522788305994
1358.2,0.29283,159.21,2.7097,0.3668,0.18521,0.11073,0.095273,0.075446,0.16103,0.22863,0.044931,0.043862,1.3119033491743044
1401.8,0.23456,149.13,3.491,0.37864,0.19111,0.1174,0.09465,0.072929,0.14902,0.22613,0.039956,0.057555,1.3273843946354575
1358.2,0.29098,159.47,2.7429,0.3856,0.18535,0.11103,0.095194,0.07531,0.16036,0.22847,0.044562,0.044536,1.3304113622907632
1353.9,0.33257,175.95,2.1587,0.37827,0.18533,0.10671,0.098145,0.078248,0.17387,0.23191,0.055194,0.032398,1.3400772922587303
