Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
11.588,0.018246,484.07,1.3689,0.14477,0.1674,0.071461,0.060966,0.28948,0.16592,0.8999994443989369
11.641,0.018083,484.21,1.3541,0.14494,0.16779,0.071577,0.060997,0.28944,0.16606,0.9008024282641691
11.35,0.01827,483.93,1.3966,0.14451,0.16971,0.071299,0.060866,0.29017,0.16607,0.9026169750193868
11.121,0.018278,484.33,1.4069,0.14435,0.17018,0.071196,0.060809,0.29077,0.16627,0.9035798812235034
11.114,0.018198,470.71,1.36,0.14446,0.17282,0.071209,0.060943,0.29017,0.16599,0.9055986236280759
11.055,0.018178,470.53,1.3605,0.14444,0.1733,0.07119,0.060932,0.29033,0.16606,0.906250913576174
11.155,0.018012,480.83,1.3553,0.14471,0.17337,0.071405,0.060926,0.29053,0.16646,0.9073952795289709
12.444,0.020272,450.13,1.4061,0.14376,0.18537,0.070615,0.06121,0.28496,0.16218,0.908093934555654
12.596,0.018598,481.69,1.3593,0.14509,0.18103,0.071659,0.061161,0.28684,0.16466,0.9104372921539544
11.253,0.018144,483.9,1.3602,0.14471,0.18015,0.07141,0.060935,0.29029,0.16633,0.9138272997399861
