Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3482.1,0.10072,158.69,3.6473,0.25537,0.044276,0.22013,0.05648,0.096256,0.11301,0.080803,0.12016,0.13588,1.122365696873302
3481.1,0.10074,158.69,3.6528,0.25569,0.044286,0.22012,0.056371,0.096281,0.113,0.080728,0.12019,0.13587,1.1225288918826546
3481.9,0.10023,158.46,3.6465,0.2561,0.044273,0.22013,0.056479,0.096255,0.113,0.080802,0.12016,0.13588,1.1230907322608532
3485.1,0.10073,158.61,3.6521,0.25648,0.044283,0.22012,0.056389,0.096276,0.113,0.080743,0.12019,0.13587,1.1233569640990275
3485.2,0.10079,158.7,3.6314,0.25614,0.044247,0.22015,0.056797,0.096185,0.11303,0.081025,0.12008,0.13592,1.1235686197165378
3480.1,0.1001,158.73,3.7099,0.25923,0.044391,0.22005,0.055285,0.096539,0.11293,0.079963,0.12046,0.13575,1.1246078589065094
3458.0,0.10106,159.02,3.6306,0.25729,0.044255,0.22014,0.056776,0.096193,0.11302,0.081001,0.12006,0.13592,1.1246477604867384
3481.2,0.10073,159.18,3.6272,0.25743,0.044243,0.22015,0.056896,0.096172,0.11305,0.081083,0.12003,0.13593,1.1249801644860438
3481.1,0.10074,159.02,3.6528,0.25894,0.044287,0.22012,0.056387,0.096284,0.11301,0.080732,0.12017,0.13587,1.1257974112604046
3474.1,0.10086,158.98,3.669,0.25969,0.044318,0.2201,0.05606,0.096356,0.11298,0.080505,0.12026,0.13583,1.1261015867125261
