Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
510.69,2.6793,139.68,19.999,0.18739,0.12614,0.12023,0.070928,2.5303,0.083061,0.092093,0.22391,0.030605,3.4646717051094624
507.74,2.7017,137.96,19.997,0.18741,0.12615,0.12022,0.07097,2.5319,0.083112,0.092084,0.22391,0.030594,3.4663290236160265
507.65,2.7119,136.9,19.989,0.18739,0.12615,0.12023,0.071003,2.535,0.083136,0.092082,0.22392,0.030591,3.469471842186496
516.15,2.6958,139.25,19.998,0.18745,0.1261,0.12025,0.070928,2.5359,0.08313,0.092057,0.22389,0.030583,3.470285614635396
514.56,2.6866,140.88,19.999,0.18757,0.12613,0.12023,0.070868,2.5478,0.083029,0.09207,0.22388,0.030614,3.4822145732060363
510.28,2.6731,139.71,19.981,0.1874,0.12615,0.12023,0.070933,2.5513,0.083061,0.092101,0.22392,0.030619,3.485714133095688
522.65,2.681,141.29,19.997,0.18752,0.12608,0.12026,0.070862,2.5543,0.083093,0.092044,0.22386,0.03059,3.488653012072817
484.14,2.6667,138.96,19.984,0.18737,0.1263,0.12014,0.070952,2.556,0.082847,0.092206,0.22396,0.030683,3.4904616199064127
510.54,2.6776,142.39,19.997,0.18769,0.12617,0.1202,0.070807,2.5611,0.082905,0.092093,0.22387,0.030662,3.4954672563412132
489.76,2.691,138.38,19.989,0.18749,0.12626,0.12016,0.070948,2.5677,0.082922,0.092162,0.22394,0.030662,3.5022640744832167
