Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g237),Error (g72),Error (g56),Error (g126),Error (g51),Error (g223),Error (g80),Error (curve),Reduced Error
1963.6,0.13702,125.86,3.8792,0.11266,0.11477,0.10834,0.073496,0.040327,0.14621,0.14387,0.24549,0.34155,1.3267053857931417
1970.8,0.13662,125.73,3.8645,0.11263,0.11502,0.10817,0.073819,0.040507,0.14635,0.14401,0.24537,0.34109,1.3269723991151385
1971.2,0.13673,125.62,3.8676,0.11263,0.11497,0.10819,0.073757,0.040467,0.14632,0.14398,0.24539,0.34193,1.327633964513826
1963.6,0.13704,125.91,3.836,0.11263,0.11538,0.10805,0.074427,0.040782,0.14666,0.14422,0.24519,0.34061,1.3279531609732547
1964.6,0.13707,125.92,3.8364,0.11263,0.11538,0.10804,0.074421,0.040781,0.14665,0.14422,0.24519,0.34089,1.3282120822735686
1963.6,0.13663,126.11,3.8259,0.11263,0.11554,0.10799,0.074632,0.040909,0.14676,0.14431,0.24512,0.34062,1.3285009454326868
1963.5,0.13753,125.99,3.8683,0.11265,0.11492,0.10827,0.073746,0.040439,0.14632,0.14396,0.24541,0.3432,1.3289208381120736
1964.3,0.13703,125.92,3.832,0.11263,0.11544,0.10802,0.074514,0.040828,0.1467,0.14426,0.24516,0.34144,1.3289849865512637
1999.5,0.13643,125.94,3.8366,0.11253,0.1156,0.10775,0.074482,0.040936,0.14661,0.14433,0.24507,0.34202,1.329334472539986
1999.5,0.13648,125.88,3.8366,0.11253,0.1156,0.10775,0.074484,0.040932,0.14661,0.14433,0.24508,0.3422,1.3295123741194739
