Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1992.1,0.11842,122.11,19.953,0.13124,0.243,0.05596,0.084057,0.071396,0.061962,0.6476197353357361
1989.6,0.11893,121.72,19.977,0.13129,0.24486,0.055964,0.084039,0.071433,0.061966,0.6495540929613586
1961.9,0.11917,122.64,19.997,0.13107,0.24604,0.055917,0.084058,0.071358,0.061964,0.6504062959689803
1958.1,0.11973,122.98,19.995,0.13101,0.24636,0.055908,0.084053,0.071348,0.061952,0.650629433762477
1951.7,0.11991,122.98,19.997,0.13097,0.24655,0.055895,0.084049,0.071349,0.061953,0.6507719793282823
1955.6,0.11903,123.32,19.997,0.13093,0.24669,0.055903,0.08409,0.071297,0.061943,0.6508593974220034
1985.6,0.11856,121.99,19.992,0.13125,0.24628,0.055962,0.084062,0.071396,0.061965,0.6509145354891956
1951.0,0.11961,123.25,19.992,0.13092,0.24691,0.055891,0.084067,0.07132,0.061945,0.6510556965294721
1949.6,0.12061,122.06,19.975,0.13107,0.24687,0.055885,0.083983,0.071446,0.061983,0.6512402579516954
1965.2,0.11819,123.41,19.973,0.13095,0.24722,0.055914,0.084109,0.071278,0.061942,0.6514068921969601
