Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1688.0,0.15961,126.41,3.7924,0.057788,0.15093,0.07139,0.13859,0.11652,0.054374,0.5895973848752397
1697.0,0.15947,126.1,3.7881,0.057812,0.15087,0.071388,0.13865,0.11658,0.054375,0.5896767544407334
1686.6,0.16073,125.76,3.7797,0.057844,0.15088,0.071403,0.1387,0.11671,0.054379,0.5899161119717587
1686.5,0.16082,125.77,3.7773,0.057855,0.15081,0.07141,0.13872,0.11675,0.054381,0.5899312071115983
1686.8,0.16077,125.93,3.7815,0.057838,0.15095,0.0714,0.13869,0.11669,0.054379,0.5899390832560526
1686.7,0.16075,125.7,3.7795,0.057845,0.15107,0.071402,0.13871,0.11671,0.054379,0.5901192075353623
1686.8,0.16078,126.07,3.7781,0.057854,0.15118,0.071415,0.1387,0.11675,0.054384,0.5902908532595349
1685.7,0.16099,125.86,3.7855,0.05782,0.15147,0.071383,0.13867,0.11662,0.054373,0.5903319988974188
1684.2,0.16092,125.77,3.7615,0.057923,0.15085,0.071467,0.1388,0.11703,0.0544,0.5904684649080923
1665.8,0.16241,126.42,3.7696,0.057888,0.15148,0.071455,0.13871,0.11692,0.054398,0.5908521455525708
