Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
778.07,0.30748,123.81,19.256,0.069727,0.062226,0.085323,0.21287,0.12937,0.055716,0.6152276477449277
780.67,0.30805,123.6,19.239,0.069784,0.062216,0.085288,0.21475,0.12941,0.055722,0.6171697976322107
782.4,0.30657,123.79,19.235,0.069753,0.062223,0.085309,0.21528,0.12938,0.055722,0.6176666144663241
778.31,0.3088,124.14,19.16,0.069698,0.062215,0.085341,0.21809,0.12932,0.055734,0.6203968196874096
767.94,0.30993,124.43,19.25,0.069594,0.062228,0.085397,0.2209,0.12927,0.055714,0.6231067894569632
813.77,0.29106,123.02,19.268,0.069808,0.062283,0.085332,0.22833,0.12932,0.055698,0.630770850517488
776.19,0.3127,123.81,19.253,0.069802,0.062184,0.08526,0.2318,0.12945,0.05573,0.6342345701694603
778.12,0.31206,123.8,19.179,0.069796,0.062188,0.085272,0.23401,0.12942,0.055739,0.636428601967358
781.94,0.30533,123.14,19.81,0.069867,0.06219,0.085213,0.23951,0.12969,0.055656,0.642127197124825
777.5,0.31355,122.92,19.809,0.069996,0.062132,0.085108,0.24247,0.12981,0.055673,0.6451832227709658
