Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
744.83,0.48632,145.17,8.2785,0.1594,0.11975,0.1264,0.057714,0.13867,0.12044,0.24513,0.070391,0.21001,1.247898567656134
744.9,0.48368,145.21,8.1795,0.15945,0.11974,0.12672,0.05788,0.13842,0.12069,0.24153,0.070315,0.21639,1.2511354567864221
743.17,0.48811,145.43,8.243,0.15943,0.11972,0.12653,0.057779,0.13858,0.12066,0.24752,0.070343,0.21058,1.2511429296445489
744.61,0.48395,145.23,8.1761,0.15946,0.11973,0.12673,0.057887,0.13841,0.12071,0.24091,0.070311,0.21769,1.2518379542995626
743.07,0.48816,145.48,8.243,0.15943,0.11971,0.12653,0.05778,0.13858,0.1207,0.24841,0.07034,0.21049,1.2519708304274557
744.72,0.48351,145.17,8.2053,0.15945,0.11973,0.12664,0.057839,0.13849,0.12069,0.24827,0.070338,0.21065,1.2520889093910024
744.83,0.48366,145.21,8.1732,0.15945,0.11974,0.12674,0.057891,0.1384,0.1207,0.24082,0.07031,0.2181,1.2521546861511355
744.87,0.48178,145.16,8.1707,0.15947,0.11972,0.12674,0.057896,0.1384,0.12079,0.24358,0.070314,0.21659,1.2535039592190147
748.93,0.4776,145.21,8.1696,0.15946,0.11974,0.12674,0.057895,0.13838,0.12071,0.24866,0.070311,0.21189,1.2537894460711687
749.05,0.48144,145.29,8.1681,0.15942,0.11977,0.12676,0.057893,0.13836,0.1205,0.24458,0.070297,0.21663,1.2542152490265988
