Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1657.7,0.20001,154.17,6.004,0.17262,0.12929,0.29722,0.2586,0.2595,0.10096,0.11699,0.12048,0.12945,1.5851102973889848
1660.9,0.20008,154.6,6.014,0.17262,0.1293,0.29708,0.25917,0.25952,0.10096,0.11699,0.12046,0.12945,1.5855350818149787
1664.5,0.20012,153.83,6.0026,0.17265,0.12925,0.29652,0.26136,0.25943,0.10097,0.11699,0.12049,0.12946,1.5871117088710038
1664.4,0.20018,153.55,6.0031,0.17266,0.12924,0.29626,0.26289,0.25942,0.10096,0.11698,0.12048,0.12947,1.5883697934713044
1659.2,0.19829,154.89,5.9763,0.17252,0.12938,0.29958,0.25973,0.25955,0.10102,0.117,0.12058,0.12939,1.5887471258028938
1646.1,0.19776,156.02,6.0058,0.17247,0.12948,0.29963,0.2599,0.25976,0.10096,0.11701,0.1205,0.12938,1.5890969558585235
1660.5,0.20048,154.89,6.0248,0.17263,0.12929,0.29714,0.26333,0.25954,0.10094,0.11699,0.12043,0.12945,1.589752653984956
1665.9,0.20031,153.72,5.9991,0.17266,0.12924,0.29669,0.26385,0.2594,0.10097,0.11698,0.1205,0.12946,1.5897544851196963
1647.2,0.20104,155.86,6.0772,0.17263,0.12936,0.29897,0.26181,0.25977,0.10086,0.117,0.12028,0.12949,1.5901681824842802
1666.4,0.20233,153.24,6.0828,0.17281,0.12915,0.29534,0.26692,0.25948,0.10083,0.11697,0.12024,0.12958,1.5913270964564066
