Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1565.9,0.17245,130.25,3.598,0.3033,0.079056,0.044485,0.1458,0.11966,0.24344,0.11194,0.14986,0.1126,1.3101318661480066
1564.6,0.17194,128.42,3.7526,0.31644,0.075965,0.042307,0.14494,0.11711,0.24448,0.11127,0.14793,0.11248,1.3129250526739542
1564.2,0.17185,128.42,3.7704,0.31873,0.075622,0.042079,0.14485,0.11684,0.2446,0.11119,0.14773,0.11247,1.3140997150047515
1564.2,0.17159,128.66,3.78,0.32105,0.075439,0.04197,0.14481,0.1167,0.24466,0.11115,0.14762,0.11247,1.3158520970252607
1560.0,0.17238,128.44,3.786,0.32196,0.07533,0.041881,0.14478,0.1166,0.2447,0.1111,0.14755,0.11246,1.3163622051347819
1561.8,0.17203,128.48,3.7892,0.32227,0.075267,0.041841,0.14476,0.11655,0.24472,0.11109,0.14751,0.11246,1.3164811168162094
1564.9,0.17143,128.41,3.7486,0.32288,0.076039,0.042365,0.14496,0.11718,0.24445,0.11129,0.14798,0.11248,1.3196376987052183
1562.5,0.17089,128.45,3.8174,0.32838,0.074736,0.041497,0.14463,0.11613,0.2449,0.11095,0.1472,0.11245,1.3208848996976637
1533.2,0.17524,128.08,3.8131,0.33156,0.074826,0.041536,0.14468,0.11622,0.24486,0.1109,0.14724,0.11245,1.3242649333142589
1526.8,0.17524,128.01,3.8108,0.33291,0.074864,0.041574,0.14471,0.11627,0.24484,0.11089,0.14727,0.11245,1.325763771839579
