Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
615.65,0.37825,122.64,17.991,0.054782,0.2106,0.12656,0.069015,0.084997,0.062605,0.6085597487107198
615.42,0.38072,123.06,17.807,0.054701,0.21149,0.1262,0.068988,0.084958,0.062681,0.6090208007573442
605.83,0.38636,123.05,17.46,0.054542,0.21459,0.12542,0.068898,0.084923,0.062923,0.6112945717672675
592.48,0.42009,121.81,17.784,0.054708,0.21731,0.12629,0.069021,0.084925,0.062831,0.6150791192328663
594.62,0.41998,121.08,17.75,0.054706,0.22004,0.12633,0.06915,0.084837,0.062826,0.6178866204373986
590.45,0.41175,122.57,17.765,0.054676,0.22459,0.12604,0.068808,0.085057,0.062878,0.6220488756142912
595.41,0.41986,121.01,17.891,0.054769,0.22429,0.12662,0.069165,0.084866,0.06275,0.6224583483972985
593.17,0.4168,122.72,17.627,0.05463,0.2256,0.12588,0.068906,0.084952,0.062909,0.6228832313609041
601.44,0.41849,121.05,17.779,0.054733,0.22629,0.12651,0.069253,0.084777,0.062749,0.6243105834753837
611.73,0.38725,120.81,17.445,0.054571,0.22774,0.12568,0.069244,0.08471,0.062871,0.6248169484282718
