Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1735.7,0.13531,123.19,17.248,0.070988,0.084503,0.13028,0.36435,0.062691,0.055856,0.768666894969148
1734.1,0.13546,123.2,17.345,0.070978,0.084522,0.13026,0.36442,0.062684,0.055856,0.7687201621154776
1734.1,0.13546,123.23,17.357,0.070974,0.084526,0.13026,0.36445,0.062683,0.055856,0.768744507547007
1733.4,0.13548,123.27,17.36,0.070968,0.084531,0.13025,0.36451,0.062684,0.055856,0.7687973893124606
1734.6,0.13515,123.3,17.361,0.07096,0.084536,0.13024,0.36456,0.06269,0.055855,0.7688324801321373
1736.1,0.13492,123.14,17.348,0.070976,0.084524,0.13025,0.36462,0.062693,0.055853,0.7689087230374594
1734.8,0.13501,123.29,17.36,0.070958,0.084537,0.13023,0.36466,0.062693,0.055854,0.7689319422993517
1735.7,0.13538,122.69,17.254,0.071041,0.084472,0.13033,0.36473,0.062687,0.055852,0.769113618530609
1734.2,0.13504,123.13,17.363,0.070974,0.084528,0.13024,0.36484,0.062692,0.055852,0.7691253412506902
1732.0,0.13521,123.55,17.352,0.070929,0.084555,0.13021,0.36493,0.062694,0.055856,0.7691727039054674
