Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g164),Error (g185),Error (g238),Error (curve),Error (g223),Error (g243),Error (g138),Error (g50),Reduced Error
1212.1,2.4694e-09,464.38,1.1738,0.10997,0.16355,0.11566,0.16922,0.59329,0.20396,0.11443,0.27877,0.34608,2.0949252522852198
1212.3,2.5158e-09,464.98,1.1742,0.10998,0.16365,0.11558,0.16921,0.59339,0.20386,0.11438,0.27887,0.34624,2.0951661704314493
1215.9,2.4866e-09,461.94,1.1734,0.11004,0.16364,0.11563,0.1692,0.59496,0.20344,0.11439,0.27934,0.34606,2.0966945192381274
1219.7,2.4709e-09,463.57,1.1715,0.11009,0.1637,0.11568,0.16921,0.5935,0.20345,0.11443,0.28047,0.34618,2.096709599158707
1209.0,2.2925e-09,464.28,1.169,0.10998,0.16327,0.11597,0.16926,0.59493,0.20479,0.11462,0.27919,0.34581,2.0978118762389872
1227.0,2.4837e-09,462.15,1.1674,0.11025,0.16399,0.11569,0.1692,0.60593,0.20288,0.1144,0.28263,0.34645,2.111417443679499
1215.9,2.433e-09,451.14,1.1673,0.11023,0.16383,0.11571,0.16917,0.60959,0.20247,0.11432,0.28038,0.34589,2.111594128718112
1227.0,2.5575e-09,462.22,1.1677,0.11027,0.16417,0.11557,0.16919,0.60848,0.20268,0.11432,0.28269,0.34669,2.11404687795582
1240.9,2.5706e-09,464.35,1.1781,0.1101,0.16376,0.11556,0.16921,0.61853,0.20234,0.11438,0.28134,0.34603,2.121244899844648
1212.3,2.1195e-09,456.07,1.1705,0.10993,0.16272,0.11629,0.16928,0.62687,0.20454,0.11477,0.27789,0.34474,2.127038653347185
